58,9,40,1
49,13,40,1
64,16,60,1
37,14,60,1
35,13,30,1
61,15,5,1
61,14,40,1
46,13,40,1
27,13,40,1
33,10,40,1
53,9,35,1
28,15,55,1
34,10,20,1
32,10,50,1
55,10,40,1
29,13,40,1
39,9,40,1
52,13,40,1
58,14,50,1
48,12,50,1
36,13,40,1
30,9,40,1
41,12,50,1
34,13,40,1
49,14,50,1
41,10,50,1
44,13,50,1
30,9,60,1
39,13,45,1
37,13,55,1
31,9,40,1
46,15,60,1
25,10,44,1
40,12,40,1
48,13,45,1
47,14,47,1
40,9,60,1
54,9,40,1
42,9,40,1
45,9,80,1
44,14,60,1
43,10,50,1
33,12,60,1
33,14,50,1
52,9,50,1
61,4,50,1
67,13,75,1
35,13,55,1
47,9,40,1
49,9,40,1
44,12,40,1
76,10,20,1
36,9,40,1
37,9,50,1
46,13,40,1
54,10,40,1
65,10,30,1
40,11,40,1
59,9,40,1
37,13,43,1
49,9,40,1
31,10,60,1
53,13,43,1
41,10,50,1
42,15,50,1
37,11,24,1
40,11,40,1
36,15,45,1
57,10,40,1
40,11,50,1
49,13,55,1
43,13,45,1
37,14,60,1
56,9,40,1
47,13,40,1
39,9,40,1
31,16,50,1
33,14,50,1
61,13,50,1
43,10,60,1
48,13,20,1
52,10,50,1
49,9,45,1
45,9,40,1
32,13,40,1
37,13,45,1
41,13,50,1
49,14,50,1
52,9,60,1
41,13,40,1
39,9,50,1
24,9,45,1
35,13,40,1
53,9,40,1
25,13,40,1
36,9,40,1
28,14,20,1
48,9,45,1
51,9,40,1
39,10,50,1
52,13,55,1
61,9,35,1
40,6,40,1
27,13,60,1
28,9,42,1
66,13,40,1
30,13,50,1
43,14,60,1
30,13,40,1
74,9,40,1
43,14,60,1
42,13,40,1
32,13,40,1
