32,9,40
37,10,62
55,9,25
44,13,40
41,12,40
29,7,40
31,13,37
23,13,50
37,9,50
28,13,43
25,13,40
20,10,45
37,9,12
44,8,40
32,13,50
67,9,35
28,9,48
43,10,50
37,10,35
24,14,90
25,13,40
66,3,40
46,9,40
34,10,40
23,10,20
45,13,55
32,9,40
29,13,25
35,10,40
28,9,70
47,9,40
20,8,40
29,13,40
20,9,40
34,9,40
41,9,40
49,13,50
45,9,40
24,11,35
42,9,24
41,13,40
25,10,40
43,9,44
70,4,25
35,15,35
48,9,37
74,13,10
70,10,6
34,10,65
54,9,20
67,9,3
24,13,40
43,14,50
64,10,40
18,7,20
26,10,40
34,10,30
55,9,40
27,13,40
45,15,40
25,13,30
21,9,40
23,4,36
31,9,40
53,7,40
38,9,30
22,10,40
69,6,20
28,9,40
20,10,30
47,9,40
58,9,45
23,13,40
41,9,40
30,13,40
24,9,45
20,9,40
45,7,40
40,9,40
41,3,40
17,6,15
35,13,40
26,13,50
19,10,25
23,9,16
58,9,52
61,4,40
35,13,60
53,13,40
20,9,40
43,7,40
18,7,30
19,10,50
47,13,45
20,10,16
29,11,40
30,9,40
23,9,40
20,9,20
40,9,24
48,14,35
64,9,50
21,12,35
28,7,40
59,9,24
23,13,50
23,9,40
37,9,40
30,10,20
21,9,40
26,13,40
26,9,24
66,6,20
48,9,40
18,10,20
20,10,20
25,9,40
27,9,40
48,4,40
27,9,40
24,13,40
20,9,40
55,13,40
26,13,50
40,14,40
48,10,35
40,16,40
33,5,70
69,10,20
37,10,40
37,14,45
20,10,16
25,4,40
25,9,40
37,10,40
31,12,40
23,9,40
43,3,40
42,9,60
52,9,48
53,4,40
33,12,20
22,10,40
27,10,39
65,13,15
25,11,75
50,11,40
23,9,40
35,9,40
28,9,40
61,10,40
25,9,40
35,5,45
29,14,36
28,13,16
19,6,40
18,7,10
25,13,40
30,9,30
31,13,40
46,9,40
35,9,27
32,9,40
40,9,40
30,13,50
37,10,40
42,12,45
54,10,40
23,10,25
28,9,30
30,9,50
22,10,30
59,2,40
56,13,40
67,9,15
42,13,40
37,9,50
55,5,23
58,8,40
53,10,60
61,9,40
37,11,40
22,4,40
24,10,60
39,10,43
32,10,55
43,10,40
33,12,55
34,10,40
30,15,40
19,9,40
39,9,42
44,10,40
60,13,35
37,11,40
37,9,45
37,10,75
45,16,50
51,16,40
61,14,60
39,12,55
40,13,55
42,13,50
48,15,40
44,14,40
31,13,50
26,15,60
40,13,50
54,9,40
50,9,40
33,9,40
48,14,35
62,14,40
47,9,38
47,13,35
52,9,40
40,10,44
30,9,40
52,10,55
33,7,40
50,13,55
27,10,40
37,12,50
53,12,40
37,10,48
56,14,50
53,10,40
45,16,40
58,9,40
49,13,40
64,16,60
37,14,60
35,13,30
61,15,5
61,14,40
46,13,40
27,13,40
33,10,40
53,9,35
28,15,55
34,10,20
32,10,50
55,10,40
29,13,40
39,9,40
52,13,40
58,14,50
48,12,50
36,13,40
30,9,40
41,12,50
34,13,40
49,14,50
41,10,50
44,13,50
30,9,60
39,13,45
37,13,55
31,9,40
46,15,60
25,10,44
40,12,40
48,13,45
47,14,47
40,9,60
54,9,40
42,9,40
45,9,80
44,14,60
43,10,50
33,12,60
33,14,50
52,9,50
61,4,50
67,13,75
35,13,55
47,9,40
49,9,40
44,12,40
76,10,20
36,9,40
37,9,50
46,13,40
54,10,40
65,10,30
40,11,40
59,9,40
37,13,43
49,9,40
31,10,60
53,13,43
41,10,50
42,15,50
37,11,24
40,11,40
36,15,45
57,10,40
40,11,50
49,13,55
43,13,45
37,14,60
56,9,40
47,13,40
39,9,40
31,16,50
33,14,50
61,13,50
43,10,60
48,13,20
52,10,50
49,9,45
45,9,40
32,13,40
37,13,45
41,13,50
49,14,50
52,9,60
41,13,40
39,9,50
24,9,45
35,13,40
53,9,40
25,13,40
36,9,40
28,14,20
48,9,45
51,9,40
39,10,50
52,13,55
61,9,35
40,6,40
27,13,60
28,9,42
66,13,40
30,13,50
43,14,60
30,13,40
74,9,40
43,14,60
42,13,40
32,13,40
