@relation kc_house_data_2000_noMILLIONS-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-Rfirst-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N3-F2-weka.filters.supervised.instance.StratifiedRemoveFolds-S22-N10-F4

@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute sqft_living numeric
@attribute sqft_lot numeric
@attribute floors numeric
@attribute condition numeric
@attribute grade numeric
@attribute sqft_above numeric
@attribute sqft_basement numeric
@attribute yr_built numeric
@attribute yr_renovated numeric
@attribute zipcode {98001,98002,98003,98004,98005,98006,98007,98008,98010,98011,98014,98019,98022,98023,98024,98027,98028,98029,98030,98031,98032,98033,98034,98038,98040,98042,98045,98052,98053,98055,98056,98058,98059,98065,98070,98072,98074,98075,98077,98092,98102,98103,98105,98106,98107,98108,98109,98112,98115,98116,98117,98118,98119,98122,98125,98126,98133,98136,98144,98146,98148,98155,98166,98168,98177,98178,98188,98198,98199}
@attribute sqft_living15 numeric
@attribute sqft_lot15 numeric
@attribute price {'\'(-inf-259600]\'','\'(259600-444200]\'','\'(444200-628800]\'','\'(628800-813400]\'','\'(813400-inf)\''}

@data
4,2.5,2280,4096,2,3,7,2280,0,2003,0,98056,2280,3600,'\'(259600-444200]\''
4,2.25,2340,217014,1,4,8,2340,0,1982,0,98092,2340,107898,'\'(259600-444200]\''
4,2.75,2610,8967,2,4,8,2610,0,1990,0,98042,2390,7852,'\'(259600-444200]\''
4,2.5,2180,7210,1,3,7,1190,990,1972,0,98011,2070,7210,'\'(259600-444200]\''
3,1.5,1950,7560,1,4,7,1320,630,1975,0,98022,1950,8941,'\'(259600-444200]\''
3,2.25,1570,7475,1,4,7,1200,370,1983,0,98034,1700,7230,'\'(259600-444200]\''
3,2.25,1800,4500,2,3,7,1800,0,1995,0,98019,1760,6589,'\'(259600-444200]\''
3,1,1400,3538,1,3,7,800,600,1953,0,98118,1620,6331,'\'(259600-444200]\''
2,1,880,3000,1,3,6,880,0,1924,0,98115,890,3000,'\'(259600-444200]\''
3,1.5,1580,5000,1,3,8,1290,290,1939,0,98117,1570,4500,'\'(259600-444200]\''
2,1,1230,1820,2,4,7,830,400,1948,0,98107,1660,3056,'\'(259600-444200]\''
2,1,2020,6720,1,3,7,1010,1010,1948,0,98118,1720,6720,'\'(259600-444200]\''
4,1.5,2000,6778,1,4,7,1170,830,1962,0,98198,1940,7531,'\'(259600-444200]\''
3,2.5,1950,8130,2,4,9,1950,0,1990,0,98042,2350,7691,'\'(259600-444200]\''
2,0.75,1160,15029,1,4,6,870,290,1937,0,98014,1870,25346,'\'(259600-444200]\''
2,1,770,5040,1,3,5,770,0,1930,0,98144,1330,2580,'\'(259600-444200]\''
3,1.5,1130,7223,1,4,7,1130,0,1961,0,98056,1320,7356,'\'(259600-444200]\''
2,2.5,2420,60984,2,3,7,2420,0,2007,0,98027,1940,193842,'\'(259600-444200]\''
3,1.75,1660,16275,2,3,7,1660,0,1990,0,98014,1520,16275,'\'(259600-444200]\''
3,1,1230,6000,1,4,7,780,450,1937,0,98115,1570,5000,'\'(259600-444200]\''
4,3,2090,7500,1,3,7,1370,720,1986,0,98056,1810,7650,'\'(259600-444200]\''
4,2.5,1850,7324,2,3,8,1850,0,1997,0,98042,2100,7329,'\'(259600-444200]\''
4,2.5,1560,4350,2,3,7,1560,0,2003,0,98056,1560,4350,'\'(259600-444200]\''
2,1,1080,3600,1,3,7,1080,0,1922,0,98122,2230,4500,'\'(259600-444200]\''
3,1.5,1600,9072,1,4,7,1600,0,1963,0,98030,1710,8000,'\'(259600-444200]\''
3,2.5,1560,4100,2,3,7,1560,0,1985,0,98055,1660,4400,'\'(259600-444200]\''
3,2.5,2320,36847,2,3,9,2320,0,1992,0,98045,2550,35065,'\'(259600-444200]\''
3,1.75,1220,9732,1,3,7,1220,0,1965,0,98011,1630,10007,'\'(259600-444200]\''
2,1,2110,4920,1.5,3,7,1460,650,1911,0,98103,1390,4732,'\'(259600-444200]\''
4,1.75,1700,8640,1,3,7,850,850,1955,0,98006,1620,9000,'\'(259600-444200]\''
3,2.25,1430,7222,2,3,7,1430,0,1993,0,98056,1430,7220,'\'(259600-444200]\''
3,2,1690,9087,1,3,8,1690,0,1997,0,98042,2090,8100,'\'(259600-444200]\''
3,2,1340,10200,1.5,3,7,1340,0,1953,0,98133,1420,10200,'\'(259600-444200]\''
3,1.75,1150,17585,1,3,7,1150,0,1964,0,98014,1200,7500,'\'(259600-444200]\''
3,1.75,1460,6360,1,3,7,1010,450,1979,0,98106,1400,4240,'\'(259600-444200]\''
3,1.75,2250,26337,1,3,8,2250,0,1980,0,98092,1830,26337,'\'(259600-444200]\''
2,1,1350,10096,1,4,7,1350,0,1952,0,98045,1280,10095,'\'(259600-444200]\''
3,2.5,2653,4510,2,3,8,2653,0,2006,0,98031,2653,4927,'\'(259600-444200]\''
3,1,1810,7200,1,4,7,1130,680,1954,0,98133,1810,8100,'\'(259600-444200]\''
4,2.5,1840,9611,2,3,7,1840,0,1996,0,98178,1830,8505,'\'(259600-444200]\''
3,1.5,1470,11599,1,3,7,1070,400,1967,0,98030,1580,9760,'\'(259600-444200]\''
3,1.75,1620,8438,1,4,8,1620,0,1961,0,98125,2040,9450,'\'(444200-628800]\''
4,2,1680,5000,1,3,7,980,700,1950,0,98115,1680,6000,'\'(444200-628800]\''
4,2.5,2260,6300,2,3,7,2260,0,2001,0,98019,2300,6300,'\'(444200-628800]\''
4,2.5,2230,26989,1,4,8,1400,830,1962,0,98166,2570,17702,'\'(444200-628800]\''
4,2.25,2590,10002,1,4,8,1340,1250,1968,0,98028,1550,10436,'\'(444200-628800]\''
4,2.5,1840,220308,2,3,8,1840,0,2000,0,98038,1890,65340,'\'(444200-628800]\''
3,2.25,2230,10026,1,3,8,1430,800,1975,0,98052,2230,9340,'\'(444200-628800]\''
2,1.75,1850,2530,2.5,4,7,1850,0,1903,0,98122,1500,1795,'\'(444200-628800]\''
4,1,1600,4300,1.5,4,7,1600,0,1916,0,98103,1610,4300,'\'(444200-628800]\''
3,1.75,1910,5753,1,3,8,1110,800,1941,0,98115,1630,5580,'\'(444200-628800]\''
4,2,1770,7700,1.5,4,7,1770,0,1962,0,98007,1710,7700,'\'(444200-628800]\''
5,2.25,2100,6936,1,3,8,1600,500,1974,0,98033,2100,8661,'\'(444200-628800]\''
4,3,2670,5000,2,3,7,2670,0,1916,1978,98126,2300,5000,'\'(444200-628800]\''
4,2.5,2120,57050,2,3,9,2120,0,1989,0,98072,3320,39082,'\'(444200-628800]\''
3,2.5,1740,1280,3,3,8,1740,0,2008,0,98116,1740,1308,'\'(444200-628800]\''
4,2.5,2160,8158,1,4,8,1660,500,1952,0,98115,1520,7208,'\'(444200-628800]\''
4,1,2000,4676,1.5,3,7,1250,750,1916,1986,98118,1140,4676,'\'(444200-628800]\''
4,2.5,2403,6172,2,3,9,2403,0,1999,0,98028,2380,6075,'\'(444200-628800]\''
2,2,1300,2500,1,4,7,770,530,1926,0,98117,1160,5000,'\'(444200-628800]\''
4,2.5,2230,10414,1,5,7,1450,780,1974,0,98075,1960,10240,'\'(444200-628800]\''
2,1.75,1510,6852,1,3,8,1510,0,2005,0,98053,1510,5912,'\'(444200-628800]\''
3,1.75,1530,8829,1,5,8,1530,0,1972,0,98006,2060,9226,'\'(444200-628800]\''
2,1,1640,14100,1,4,7,1140,500,1954,0,98006,1520,13527,'\'(444200-628800]\''
3,2,2150,5400,1.5,4,7,1380,770,1911,0,98126,1940,6500,'\'(444200-628800]\''
3,1,1160,36831,1,3,7,1160,0,1938,0,98028,1800,15640,'\'(444200-628800]\''
3,2.25,2120,40518,1,3,8,2120,0,1967,0,98075,2480,13492,'\'(444200-628800]\''
5,2,1810,4850,1.5,3,7,1810,0,1900,0,98107,1360,4850,'\'(444200-628800]\''
4,2.5,2600,7787,2,3,8,2600,0,2005,0,98059,2830,7787,'\'(444200-628800]\''
4,2.5,2680,8062,1,4,7,1530,1150,1967,0,98198,1920,8600,'\'(444200-628800]\''
2,1,880,2970,1,3,7,880,0,1927,0,98103,1370,3060,'\'(444200-628800]\''
3,1.5,1610,9964,1,3,7,1080,530,1977,0,98052,1610,9964,'\'(444200-628800]\''
4,2,1910,2874,1,3,7,1060,850,1910,0,98122,1520,2874,'\'(444200-628800]\''
5,2.5,2520,7863,1,3,7,1500,1020,1981,0,98034,2030,8580,'\'(444200-628800]\''
4,2.5,3190,7399,2,3,10,3190,0,2006,0,98038,3250,7323,'\'(444200-628800]\''
2,1.75,1440,5680,1,4,8,1440,0,1978,0,98198,1320,3547,'\'(-inf-259600]\''
2,1,790,11234,1,4,6,790,0,1942,0,98166,1930,11871,'\'(-inf-259600]\''
3,1.75,1650,8073,1,3,7,1100,550,1980,0,98092,1280,8073,'\'(-inf-259600]\''
3,1,1020,8100,1,3,7,1020,0,1954,0,98198,1020,8100,'\'(-inf-259600]\''
2,1.5,720,5120,1,3,6,720,0,1954,0,98106,1150,2566,'\'(-inf-259600]\''
4,2.5,1980,7403,2,3,7,1980,0,1988,0,98023,1980,7510,'\'(-inf-259600]\''
3,2,1650,7352,1,3,7,1160,490,1979,0,98058,1710,7350,'\'(-inf-259600]\''
3,1.75,1320,10454,1,4,7,1320,0,1968,0,98002,1680,10183,'\'(-inf-259600]\''
4,2.5,2100,19680,1.5,3,6,2100,0,1914,0,98055,1340,12300,'\'(-inf-259600]\''
3,2,1670,6824,1,3,7,1300,370,1990,0,98042,1660,7586,'\'(-inf-259600]\''
3,1,1700,11390,1,4,7,1700,0,1967,0,98003,1350,8164,'\'(-inf-259600]\''
2,2,1130,5500,1,4,6,1130,0,1941,0,98030,1320,6600,'\'(-inf-259600]\''
3,2.25,1715,6819,2,3,7,1715,0,1995,0,98003,2238,6819,'\'(-inf-259600]\''
5,2.25,2060,8632,1,3,7,1030,1030,1962,0,98146,1010,11680,'\'(-inf-259600]\''
4,2,2460,5921,1,4,7,1230,1230,1948,0,98002,1260,6648,'\'(-inf-259600]\''
2,1.5,1050,3419,2,3,7,1050,0,1996,0,98038,1050,3417,'\'(-inf-259600]\''
3,1,1180,7669,1,4,7,1180,0,1967,0,98058,1190,7669,'\'(-inf-259600]\''
3,1.75,1260,6223,1,3,7,820,440,1983,0,98042,1260,6553,'\'(-inf-259600]\''
5,2.75,3430,15119,2,3,10,3430,0,1998,0,98075,3430,12045,'\'(813400-inf)\''
6,3.75,4210,6105,2,3,9,3280,930,2008,0,98059,3820,6368,'\'(813400-inf)\''
3,1.5,1250,8710,1,4,7,1250,0,1953,0,98004,1750,9185,'\'(813400-inf)\''
5,3,2920,2808,2,3,8,2140,780,1960,1992,98103,1620,1544,'\'(813400-inf)\''
4,2.25,2530,9200,1,5,9,1570,960,1976,0,98006,3030,9400,'\'(813400-inf)\''
4,4.25,5710,24663,2,3,11,5710,0,2007,0,98092,4060,23847,'\'(813400-inf)\''
5,4.5,4300,12250,2,3,10,4300,0,2004,0,98029,3950,12250,'\'(813400-inf)\''
4,2.5,3300,10250,1,3,7,2390,910,1946,1991,98040,1950,6045,'\'(813400-inf)\''
5,3.5,3750,9612,1,4,9,2030,1720,1981,0,98006,3270,9688,'\'(813400-inf)\''
3,2.25,2400,5300,1.5,4,7,1250,1150,1939,0,98117,1540,4800,'\'(628800-813400]\''
4,2.5,2920,9904,2,4,9,2920,0,1990,0,98029,1810,5617,'\'(628800-813400]\''
4,2.75,2340,6350,1,4,7,1310,1030,1974,0,98126,2020,6350,'\'(628800-813400]\''
4,2.75,3820,26300,2,3,9,2850,970,2014,0,98028,1860,12136,'\'(628800-813400]\''
4,3,2690,28300,1,3,8,2690,0,1954,1999,98166,2820,27100,'\'(628800-813400]\''
4,1,1300,1651359,1,4,6,1300,0,1920,0,98022,2560,425581,'\'(628800-813400]\''
2,1,970,4560,1,4,7,970,0,1907,0,98103,1500,4560,'\'(628800-813400]\''
3,2,2100,72745,1,4,9,2100,0,1995,0,98077,2290,54885,'\'(628800-813400]\''
4,2,1530,4080,1.5,4,7,1530,0,1912,0,98105,1860,4080,'\'(628800-813400]\''
2,2.5,2170,8678,1,3,8,2170,0,2008,0,98053,2170,5890,'\'(628800-813400]\''
3,2.5,2680,9750,1,4,8,1610,1070,1979,0,98034,2480,8750,'\'(628800-813400]\''
3,1.75,1290,3870,1,5,7,1290,0,1916,0,98144,2020,5850,'\'(628800-813400]\''
4,2,2050,4400,1.5,4,9,2050,0,1922,0,98102,2320,5500,'\'(628800-813400]\''
5,3.5,3550,9600,2,3,9,2550,1000,1998,0,98118,2030,9600,'\'(628800-813400]\''
3,3.25,3190,5283,2,3,9,3190,0,2007,0,98029,2950,5198,'\'(628800-813400]\''
4,1.5,2290,10372,1,3,7,1510,780,1965,1987,98033,1900,8109,'\'(628800-813400]\''
3,2.5,2600,10183,1,3,8,1300,1300,2004,0,98033,1860,10401,'\'(628800-813400]\''
3,1.75,1810,7300,1,4,7,1240,570,1976,0,98034,1460,7560,'\'(259600-444200]\''
3,1.75,1510,15744,1,3,7,1510,0,1985,0,98045,1470,15744,'\'(259600-444200]\''
4,2.25,2570,9503,2,3,8,2570,0,1980,0,98011,1950,9600,'\'(259600-444200]\''
3,1,1220,8329,1,3,6,1220,0,1946,0,98115,1490,8322,'\'(259600-444200]\''
1,0.75,1170,14149,1,5,7,880,290,1962,0,98022,1130,24513,'\'(259600-444200]\''
3,1,1180,5350,1.5,4,6,1180,0,1959,0,98178,1490,5350,'\'(259600-444200]\''
4,2.5,2240,4648,2,3,7,2240,0,2005,0,98001,2221,4557,'\'(259600-444200]\''
4,2.5,1790,6120,2,3,7,1790,0,2005,0,98059,1950,5660,'\'(259600-444200]\''
2,1,870,5340,1.5,2,6,870,0,1906,0,98144,1190,4440,'\'(259600-444200]\''
3,2.5,1920,5322,2,3,8,1920,0,1999,0,98031,1920,5000,'\'(259600-444200]\''
3,2,1920,7598,1,4,8,1920,0,1972,0,98177,2220,7598,'\'(259600-444200]\''
3,2.25,1890,9646,1,3,8,1890,0,1966,0,98168,1580,9488,'\'(259600-444200]\''
4,2.25,1900,8600,1,4,8,1900,0,1975,0,98023,2120,8000,'\'(259600-444200]\''
2,1,1180,6552,1,4,6,1180,0,1949,0,98133,1070,7200,'\'(259600-444200]\''
3,1.75,1560,21000,1,3,7,1560,0,1954,0,98166,1070,7920,'\'(259600-444200]\''
3,1.75,1860,7881,1,3,7,1160,700,1986,0,98198,1490,7527,'\'(259600-444200]\''
3,1.75,1530,7245,1,4,7,1530,0,1984,0,98034,1530,7490,'\'(259600-444200]\''
2,0.75,440,8313,1,4,5,440,0,1943,0,98070,880,26289,'\'(259600-444200]\''
3,2.5,3030,45004,2,3,9,3030,0,1987,0,98077,3080,35781,'\'(259600-444200]\''
4,2.5,1930,6228,2,3,8,1930,0,2000,0,98030,1930,6168,'\'(259600-444200]\''
4,2.5,1930,9643,2,4,7,1930,0,1992,0,98031,1930,7525,'\'(259600-444200]\''
7,3,2800,9569,1,3,7,1400,1400,1963,0,98056,2150,7333,'\'(259600-444200]\''
3,1.25,1510,13737,1,4,6,810,700,1961,0,98125,2560,10202,'\'(259600-444200]\''
4,1.75,1530,17664,1.5,3,7,1530,0,1968,0,98058,1530,11625,'\'(259600-444200]\''
3,2.5,1782,1577,3,3,7,1782,0,2000,0,98125,1550,1744,'\'(259600-444200]\''
4,1.75,1620,4980,1,4,7,860,760,1947,0,98133,1400,4980,'\'(259600-444200]\''
4,2.5,2390,7115,2,3,9,2390,0,1999,0,98092,2600,7916,'\'(259600-444200]\''
3,1.5,1050,4590,1,3,7,850,200,1949,0,98115,1770,5400,'\'(259600-444200]\''
4,2.25,1960,12243,2,3,8,1960,0,1989,0,98042,1910,12230,'\'(259600-444200]\''
5,1.5,2120,7700,1.5,5,7,2120,0,1962,0,98058,1730,7700,'\'(259600-444200]\''
3,1.5,1560,9600,1,4,7,1560,0,1961,0,98033,1520,10000,'\'(259600-444200]\''
5,2.75,2000,9276,2,4,7,2000,0,1968,0,98055,1240,8270,'\'(259600-444200]\''
3,1.75,1580,7000,1,3,7,1180,400,1976,0,98034,1640,7500,'\'(259600-444200]\''
3,1,1250,7210,1,4,7,1250,0,1964,0,98008,1530,8800,'\'(259600-444200]\''
3,1,1060,8097,1,4,7,940,120,1923,0,98133,1560,7940,'\'(259600-444200]\''
6,2.75,2940,7350,1,3,8,1780,1160,1978,0,98023,2120,8236,'\'(259600-444200]\''
3,2.25,1646,7364,2,3,7,1646,0,1994,0,98038,1975,9161,'\'(259600-444200]\''
4,2.25,2130,5337,2,3,7,2130,0,2001,0,98019,2300,6930,'\'(259600-444200]\''
3,1,1190,5100,1,4,7,1030,160,1941,0,98136,1690,5100,'\'(259600-444200]\''
2,1.75,1710,4234,2,3,7,1330,380,1920,1979,98136,1530,4556,'\'(259600-444200]\''
1,0.75,760,10079,1,5,5,760,0,1936,0,98070,1230,14267,'\'(259600-444200]\''
3,2.5,2050,7205,2,3,8,2050,0,2000,0,98003,2050,7264,'\'(259600-444200]\''
3,1.75,1730,14270,1,3,7,1730,0,1959,0,98065,1600,11232,'\'(259600-444200]\''
3,1,1230,9660,1,3,7,1230,0,1968,0,98053,1380,10125,'\'(259600-444200]\''
3,1,1120,7250,1,4,7,1120,0,1972,0,98034,1340,7302,'\'(259600-444200]\''
3,1.5,1300,12240,1,3,7,1300,0,1963,0,98028,2040,9326,'\'(259600-444200]\''
2,1,1190,4440,1,3,6,1190,0,1981,0,98125,1060,5715,'\'(259600-444200]\''
3,1.75,2000,9416,1,4,6,2000,0,1961,0,98033,1440,9555,'\'(259600-444200]\''
4,2,1850,11700,1,4,8,1850,0,1969,0,98059,2110,11700,'\'(259600-444200]\''
3,1,1480,7469,1.5,3,6,1120,360,1940,0,98168,1460,7379,'\'(259600-444200]\''
2,2,1510,6516,1,3,8,1510,0,2005,0,98053,1640,6009,'\'(444200-628800]\''
4,2.25,2220,36085,2,3,9,2220,0,1989,0,98075,3000,36906,'\'(444200-628800]\''
2,1,1430,5000,1.5,2,7,1430,0,1925,0,98115,1450,3750,'\'(444200-628800]\''
8,5,2800,2580,2,3,8,1880,920,1997,0,98122,1800,2580,'\'(444200-628800]\''
4,2.25,2550,7800,1,3,8,1580,970,1968,0,98052,2420,8050,'\'(444200-628800]\''
4,2.25,2040,9565,1,3,8,1400,640,1959,0,98133,1890,8580,'\'(444200-628800]\''
6,2.25,2660,13579,2,3,7,2660,0,1937,1990,98125,1120,8242,'\'(444200-628800]\''
4,2,1400,3600,1,3,7,1100,300,1900,0,98119,1630,2048,'\'(444200-628800]\''
3,1.75,4000,11894,1,3,9,2190,1810,1987,0,98011,2530,8650,'\'(444200-628800]\''
3,2.5,1480,4729,2,3,7,1480,0,2004,0,98053,2250,4729,'\'(444200-628800]\''
2,1,850,2340,1,3,7,850,0,1922,0,98105,1300,3000,'\'(444200-628800]\''
2,1.75,2040,114562,1,4,7,2040,0,1968,0,98027,1850,94960,'\'(444200-628800]\''
5,3.5,3790,8200,1,3,8,2120,1670,2001,0,98056,1740,8676,'\'(444200-628800]\''
4,1.75,2480,14782,1,3,8,1460,1020,1958,0,98155,2910,10800,'\'(444200-628800]\''
3,1,1110,5000,1.5,3,7,1110,0,1947,0,98107,1420,5000,'\'(444200-628800]\''
5,1.75,2030,12342,2,4,7,2030,0,1942,0,98052,2500,9433,'\'(444200-628800]\''
3,2.5,1690,6642,2,3,7,1690,0,2004,0,98053,2120,5080,'\'(444200-628800]\''
4,1.75,2430,7559,1,4,8,1580,850,1981,0,98052,1980,8750,'\'(444200-628800]\''
4,1,1660,34848,1,1,5,930,730,1933,0,98052,2160,11467,'\'(444200-628800]\''
2,1.75,1760,5000,1,4,7,940,820,1927,0,98117,1530,5000,'\'(444200-628800]\''
3,2,2660,4500,1,4,7,1330,1330,1922,0,98199,1790,5000,'\'(444200-628800]\''
6,4,4470,17877,3,3,9,3230,1240,2013,0,98188,1790,18260,'\'(444200-628800]\''
3,2.5,2400,99752,1,3,9,2400,0,1996,0,98058,2800,98010,'\'(444200-628800]\''
4,2.5,1940,10500,1,4,7,1140,800,1976,0,98052,2200,10500,'\'(444200-628800]\''
3,1.75,1540,3000,1,3,7,770,770,1920,0,98117,1420,4200,'\'(444200-628800]\''
3,2.5,1460,4961,1,4,8,1150,310,1988,0,98033,1550,5449,'\'(444200-628800]\''
4,1.75,2020,36400,1,4,8,1550,470,1976,0,98077,2520,38255,'\'(444200-628800]\''
3,1.75,2000,6130,1,4,8,1120,880,1951,0,98117,2140,7150,'\'(444200-628800]\''
4,2.5,2460,4862,2,3,8,2460,0,2004,0,98028,2900,4895,'\'(444200-628800]\''
3,2.5,2250,5692,2,3,8,2250,0,2000,0,98146,1320,5390,'\'(444200-628800]\''
4,2,2000,6380,2,4,6,1860,140,1949,0,98115,1600,6380,'\'(444200-628800]\''
3,2.75,3410,9360,1.5,4,8,3410,0,1967,0,98058,2260,10128,'\'(444200-628800]\''
4,1.75,2560,43995,2,4,7,2560,0,1962,0,98052,2560,14764,'\'(444200-628800]\''
4,2.5,2440,7322,2,3,9,2440,0,1991,0,98056,2590,9927,'\'(444200-628800]\''
2,1,740,6460,1,3,6,740,0,1953,0,98146,1170,6975,'\'(-inf-259600]\''
3,1.5,1180,7000,1,4,7,1180,0,1977,0,98023,1180,7370,'\'(-inf-259600]\''
2,1,820,8860,1,3,6,820,0,1950,0,98055,1660,15375,'\'(-inf-259600]\''
3,1,1340,306848,1,3,5,1340,0,1953,0,98019,1800,128066,'\'(-inf-259600]\''
2,1,840,12252,1,3,6,840,0,1994,0,98010,1010,11876,'\'(-inf-259600]\''
3,1,1250,9775,1,3,7,1250,0,1971,0,98045,1390,9650,'\'(-inf-259600]\''
4,2,2430,8960,1,3,7,1430,1000,1960,0,98178,2430,8960,'\'(-inf-259600]\''
3,1.75,1410,9315,1,5,7,1410,0,1960,0,98031,1630,8250,'\'(-inf-259600]\''
3,1.75,1510,10248,1,3,7,1510,0,1969,0,98023,1510,9753,'\'(-inf-259600]\''
4,1,1430,8355,1.5,4,7,1430,0,1983,0,98092,1550,7938,'\'(-inf-259600]\''
3,2,1650,6000,1,3,7,1650,0,1990,0,98023,1870,6000,'\'(-inf-259600]\''
2,1,790,4000,1,3,7,790,0,1908,0,98112,1700,4200,'\'(-inf-259600]\''
5,2.75,2000,5885,1,3,7,1260,740,1994,0,98023,1960,6514,'\'(-inf-259600]\''
5,2,2260,12500,1,4,8,1130,1130,1960,0,98032,1360,18000,'\'(-inf-259600]\''
1,1,870,26326,1,3,6,870,0,1939,0,98198,1250,10608,'\'(-inf-259600]\''
4,2,1910,4225,1,4,6,910,1000,1919,0,98001,1060,4800,'\'(-inf-259600]\''
3,2,1410,5760,1,3,7,1410,0,1985,0,98030,1670,6222,'\'(-inf-259600]\''
4,1.5,1550,19800,1,4,7,1050,500,1969,0,98001,1640,22654,'\'(-inf-259600]\''
4,2.25,2400,13430,1,4,9,2400,0,1964,0,98005,2580,10077,'\'(813400-inf)\''
4,1,2550,4000,2,3,8,2370,180,1905,0,98109,2200,4000,'\'(813400-inf)\''
4,2.25,2360,11523,2,4,10,2360,0,1968,0,98040,2850,11362,'\'(813400-inf)\''
4,4,3430,35102,2,4,10,2390,1040,1986,0,98075,3240,35020,'\'(813400-inf)\''
3,3.5,3250,6000,2,3,10,2500,750,2001,0,98136,1650,6000,'\'(813400-inf)\''
4,2.5,3370,5000,2,3,9,3370,0,2006,0,98027,3370,5237,'\'(813400-inf)\''
6,2.75,2300,24773,1.5,4,9,2300,0,1950,1985,98040,2720,11740,'\'(813400-inf)\''
4,2.5,2780,10480,1,3,7,1390,1390,1967,0,98033,2860,10506,'\'(813400-inf)\''
6,2.5,3010,17864,2,3,8,3010,0,1969,0,98177,2560,11532,'\'(813400-inf)\''
