@relation greater50k_fewattributes-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N3-F2-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N7-F1

@attribute age numeric
@attribute education numeric
@attribute hoursWorked numeric
@attribute fiftyK {<=50K,>50K}

@data
43,10,40,<=50K
20,10,40,<=50K
35,13,20,<=50K
55,9,45,<=50K
35,13,50,<=50K
74,9,17,<=50K
41,10,40,<=50K
34,14,50,<=50K
61,9,3,<=50K
39,9,40,<=50K
30,10,25,<=50K
38,9,60,<=50K
41,9,40,<=50K
63,9,32,<=50K
25,13,40,<=50K
18,7,15,<=50K
21,9,20,<=50K
24,10,40,<=50K
31,10,50,<=50K
23,10,20,<=50K
30,13,40,<=50K
43,9,44,<=50K
35,9,30,<=50K
42,10,60,<=50K
29,9,30,<=50K
27,9,40,<=50K
65,9,10,<=50K
31,11,24,<=50K
29,10,40,<=50K
61,4,31,<=50K
28,13,40,<=50K
46,11,38,<=50K
62,9,40,<=50K
30,9,40,<=50K
20,10,15,<=50K
35,9,40,<=50K
36,9,20,<=50K
19,7,30,<=50K
33,13,40,<=50K
30,8,40,<=50K
18,7,20,<=50K
34,9,40,<=50K
20,10,35,<=50K
34,12,40,<=50K
52,9,40,<=50K
33,10,40,<=50K
45,10,40,<=50K
22,9,35,<=50K
17,7,20,<=50K
52,9,40,<=50K
40,12,30,<=50K
29,10,30,<=50K
25,7,40,<=50K
19,9,26,<=50K
27,11,40,<=50K
19,7,40,<=50K
44,7,60,<=50K
58,4,24,<=50K
19,5,25,<=50K
20,12,40,<=50K
26,10,43,<=50K
22,11,40,<=50K
63,9,40,<=50K
48,9,48,<=50K
34,9,45,<=50K
75,13,24,<=50K
29,6,40,<=50K
23,13,40,<=50K
28,9,40,<=50K
29,9,45,<=50K
28,9,40,<=50K
17,8,15,<=50K
26,10,40,<=50K
41,9,60,<=50K
31,9,18,<=50K
57,9,40,<=50K
27,10,49,<=50K
17,8,16,<=50K
18,8,12,<=50K
29,9,40,<=50K
35,11,40,<=50K
21,10,25,<=50K
29,4,30,<=50K
26,9,35,<=50K
46,4,40,<=50K
29,11,50,<=50K
27,13,40,<=50K
25,9,40,<=50K
38,10,40,<=50K
55,9,40,<=50K
33,12,56,<=50K
27,10,40,<=50K
55,11,35,<=50K
42,3,40,<=50K
72,2,40,<=50K
63,10,60,<=50K
20,9,40,<=50K
33,5,50,<=50K
41,10,15,<=50K
17,8,18,<=50K
26,10,40,<=50K
20,6,40,<=50K
42,9,50,<=50K
25,13,50,<=50K
44,10,40,<=50K
36,9,28,<=50K
44,5,50,<=50K
34,9,40,<=50K
33,12,40,<=50K
55,7,40,<=50K
59,9,40,<=50K
58,10,40,<=50K
37,14,40,<=50K
27,13,25,<=50K
33,9,40,<=50K
21,9,35,<=50K
63,4,30,<=50K
25,9,38,<=50K
23,9,40,<=50K
42,4,25,<=50K
44,13,40,<=50K
20,9,45,<=50K
39,9,18,<=50K
21,10,40,<=50K
36,9,33,<=50K
19,9,40,<=50K
25,10,40,<=50K
18,7,22,<=50K
31,9,40,<=50K
43,9,60,<=50K
68,2,20,<=50K
53,13,50,<=50K
38,13,50,<=50K
24,12,50,<=50K
17,5,24,<=50K
39,14,40,<=50K
63,9,45,<=50K
31,13,25,<=50K
38,9,50,<=50K
46,9,25,<=50K
27,10,40,<=50K
32,13,50,<=50K
63,2,35,<=50K
47,9,40,<=50K
31,13,45,<=50K
28,13,55,<=50K
57,13,80,<=50K
27,13,20,<=50K
31,10,45,<=50K
17,7,10,<=50K
19,9,20,<=50K
44,9,40,<=50K
23,9,50,<=50K
28,11,42,<=50K
22,10,40,<=50K
25,9,40,<=50K
24,10,15,<=50K
47,10,55,<=50K
23,10,25,<=50K
43,10,35,<=50K
34,9,40,<=50K
26,10,50,<=50K
19,9,40,<=50K
34,12,40,<=50K
21,10,40,<=50K
36,13,40,<=50K
40,10,39,<=50K
32,9,40,<=50K
37,10,62,<=50K
55,9,25,<=50K
44,13,40,<=50K
41,12,40,<=50K
29,7,40,<=50K
31,13,37,<=50K
23,13,50,<=50K
37,9,50,<=50K
28,13,43,<=50K
25,13,40,<=50K
20,10,45,<=50K
37,9,12,<=50K
44,8,40,<=50K
32,13,50,<=50K
67,9,35,<=50K
28,9,48,<=50K
43,10,50,<=50K
37,10,35,<=50K
24,14,90,<=50K
25,13,40,<=50K
66,3,40,<=50K
46,9,40,<=50K
34,10,40,<=50K
23,10,20,<=50K
45,13,55,<=50K
32,9,40,<=50K
29,13,25,<=50K
35,10,40,<=50K
28,9,70,<=50K
47,9,40,<=50K
20,8,40,<=50K
29,13,40,<=50K
20,9,40,<=50K
34,9,40,<=50K
41,9,40,<=50K
49,13,50,<=50K
45,9,40,<=50K
24,11,35,<=50K
42,9,24,<=50K
41,13,40,<=50K
25,10,40,<=50K
43,9,44,<=50K
70,4,25,<=50K
35,15,35,<=50K
48,9,37,<=50K
74,13,10,<=50K
70,10,6,<=50K
34,10,65,<=50K
54,9,20,<=50K
67,9,3,<=50K
24,13,40,<=50K
43,14,50,<=50K
64,10,40,<=50K
18,7,20,<=50K
26,10,40,<=50K
34,10,30,<=50K
55,9,40,<=50K
27,13,40,<=50K
45,15,40,<=50K
25,13,30,<=50K
21,9,40,<=50K
23,4,36,<=50K
31,9,40,<=50K
53,7,40,<=50K
38,9,30,<=50K
22,10,40,<=50K
69,6,20,<=50K
28,9,40,<=50K
20,10,30,<=50K
47,9,40,<=50K
58,9,45,<=50K
23,13,40,<=50K
41,9,40,<=50K
30,13,40,<=50K
24,9,45,<=50K
20,9,40,<=50K
45,7,40,<=50K
40,9,40,<=50K
41,3,40,<=50K
17,6,15,<=50K
35,13,40,<=50K
26,13,50,<=50K
19,10,25,<=50K
23,9,16,<=50K
58,9,52,<=50K
61,4,40,<=50K
35,13,60,<=50K
53,13,40,<=50K
20,9,40,<=50K
43,7,40,<=50K
18,7,30,<=50K
19,10,50,<=50K
47,13,45,<=50K
20,10,16,<=50K
29,11,40,<=50K
30,9,40,<=50K
23,9,40,<=50K
20,9,20,<=50K
40,9,24,<=50K
48,14,35,<=50K
64,9,50,<=50K
21,12,35,<=50K
28,7,40,<=50K
59,9,24,<=50K
23,13,50,<=50K
23,9,40,<=50K
37,9,40,<=50K
30,10,20,<=50K
21,9,40,<=50K
26,13,40,<=50K
26,9,24,<=50K
66,6,20,<=50K
48,9,40,<=50K
18,10,20,<=50K
20,10,20,<=50K
25,9,40,<=50K
27,9,40,<=50K
48,4,40,<=50K
27,9,40,<=50K
24,13,40,<=50K
20,9,40,<=50K
55,13,40,<=50K
26,13,50,<=50K
40,14,40,<=50K
48,10,35,<=50K
40,16,40,<=50K
33,5,70,<=50K
69,10,20,<=50K
37,10,40,<=50K
37,14,45,<=50K
20,10,16,<=50K
25,4,40,<=50K
25,9,40,<=50K
37,10,40,<=50K
31,12,40,<=50K
23,9,40,<=50K
43,3,40,<=50K
42,9,60,<=50K
52,9,48,<=50K
53,4,40,<=50K
33,12,20,<=50K
22,10,40,<=50K
27,10,39,<=50K
65,13,15,<=50K
25,11,75,<=50K
50,11,40,<=50K
23,9,40,<=50K
35,9,40,<=50K
28,9,40,<=50K
61,10,40,<=50K
25,9,40,<=50K
35,5,45,<=50K
29,14,36,<=50K
28,13,16,<=50K
19,6,40,<=50K
18,7,10,<=50K
25,13,40,<=50K
30,9,30,<=50K
31,13,40,<=50K
46,9,40,<=50K
35,9,27,<=50K
32,9,40,<=50K
40,9,40,<=50K
30,13,50,<=50K
37,10,40,<=50K
42,12,45,<=50K
54,10,40,<=50K
23,10,25,<=50K
28,9,30,<=50K
30,9,50,<=50K
22,10,30,<=50K
59,2,40,<=50K
56,13,40,<=50K
67,9,15,<=50K
42,13,40,<=50K
37,9,50,<=50K
55,5,23,<=50K
58,8,40,<=50K
53,10,60,<=50K
61,9,40,<=50K
37,11,40,<=50K
22,4,40,<=50K
24,10,60,<=50K
39,10,43,<=50K
32,10,55,<=50K
43,10,40,<=50K
33,12,55,<=50K
34,10,40,<=50K
30,15,40,<=50K
19,9,40,<=50K
39,9,42,<=50K
44,10,40,>50K
60,13,35,>50K
37,11,40,>50K
37,9,45,>50K
37,10,75,>50K
45,16,50,>50K
51,16,40,>50K
61,14,60,>50K
39,12,55,>50K
40,13,55,>50K
42,13,50,>50K
48,15,40,>50K
44,14,40,>50K
31,13,50,>50K
26,15,60,>50K
40,13,50,>50K
54,9,40,>50K
50,9,40,>50K
33,9,40,>50K
48,14,35,>50K
62,14,40,>50K
47,9,38,>50K
47,13,35,>50K
52,9,40,>50K
40,10,44,>50K
30,9,40,>50K
52,10,55,>50K
33,7,40,>50K
50,13,55,>50K
27,10,40,>50K
37,12,50,>50K
53,12,40,>50K
37,10,48,>50K
56,14,50,>50K
53,10,40,>50K
45,16,40,>50K
58,9,40,>50K
49,13,40,>50K
64,16,60,>50K
37,14,60,>50K
35,13,30,>50K
61,15,5,>50K
61,14,40,>50K
46,13,40,>50K
27,13,40,>50K
33,10,40,>50K
53,9,35,>50K
28,15,55,>50K
34,10,20,>50K
32,10,50,>50K
55,10,40,>50K
29,13,40,>50K
39,9,40,>50K
52,13,40,>50K
58,14,50,>50K
48,12,50,>50K
36,13,40,>50K
30,9,40,>50K
41,12,50,>50K
34,13,40,>50K
49,14,50,>50K
41,10,50,>50K
44,13,50,>50K
30,9,60,>50K
39,13,45,>50K
37,13,55,>50K
31,9,40,>50K
46,15,60,>50K
25,10,44,>50K
40,12,40,>50K
48,13,45,>50K
47,14,47,>50K
40,9,60,>50K
54,9,40,>50K
42,9,40,>50K
45,9,80,>50K
44,14,60,>50K
43,10,50,>50K
33,12,60,>50K
33,14,50,>50K
52,9,50,>50K
61,4,50,>50K
67,13,75,>50K
35,13,55,>50K
47,9,40,>50K
49,9,40,>50K
44,12,40,>50K
76,10,20,>50K
36,9,40,>50K
37,9,50,>50K
46,13,40,>50K
54,10,40,>50K
65,10,30,>50K
40,11,40,>50K
59,9,40,>50K
37,13,43,>50K
49,9,40,>50K
31,10,60,>50K
53,13,43,>50K
41,10,50,>50K
42,15,50,>50K
37,11,24,>50K
40,11,40,>50K
36,15,45,>50K
57,10,40,>50K
40,11,50,>50K
49,13,55,>50K
43,13,45,>50K
37,14,60,>50K
56,9,40,>50K
47,13,40,>50K
39,9,40,>50K
31,16,50,>50K
33,14,50,>50K
61,13,50,>50K
43,10,60,>50K
48,13,20,>50K
52,10,50,>50K
49,9,45,>50K
45,9,40,>50K
32,13,40,>50K
37,13,45,>50K
41,13,50,>50K
49,14,50,>50K
52,9,60,>50K
41,13,40,>50K
39,9,50,>50K
24,9,45,>50K
35,13,40,>50K
53,9,40,>50K
25,13,40,>50K
36,9,40,>50K
28,14,20,>50K
48,9,45,>50K
51,9,40,>50K
39,10,50,>50K
52,13,55,>50K
61,9,35,>50K
40,6,40,>50K
27,13,60,>50K
28,9,42,>50K
66,13,40,>50K
30,13,50,>50K
43,14,60,>50K
30,13,40,>50K
74,9,40,>50K
43,14,60,>50K
42,13,40,>50K
32,13,40,>50K
