@relation kc_house_data_2000_noMILLIONS-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-Rfirst-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N3-F2-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N7-F7

@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute sqft_living numeric
@attribute sqft_lot numeric
@attribute floors numeric
@attribute condition numeric
@attribute grade numeric
@attribute sqft_above numeric
@attribute sqft_basement numeric
@attribute yr_built numeric
@attribute yr_renovated numeric
@attribute zipcode {98001,98002,98003,98004,98005,98006,98007,98008,98010,98011,98014,98019,98022,98023,98024,98027,98028,98029,98030,98031,98032,98033,98034,98038,98040,98042,98045,98052,98053,98055,98056,98058,98059,98065,98070,98072,98074,98075,98077,98092,98102,98103,98105,98106,98107,98108,98109,98112,98115,98116,98117,98118,98119,98122,98125,98126,98133,98136,98144,98146,98148,98155,98166,98168,98177,98178,98188,98198,98199}
@attribute sqft_living15 numeric
@attribute sqft_lot15 numeric
@attribute price {'\'(-inf-259600]\'','\'(259600-444200]\'','\'(444200-628800]\'','\'(628800-813400]\'','\'(813400-inf)\''}

@data
4,2.5,3520,15420,2,3,10,3520,0,1991,0,98074,3400,21455,'\'(628800-813400]\''
2,1,1380,5000,1.5,3,5,1380,0,1905,0,98106,1500,5000,'\'(628800-813400]\''
5,1.5,1940,4800,2,3,8,1940,0,1905,0,98103,1750,4800,'\'(628800-813400]\''
4,2.25,2360,8616,2,4,8,2360,0,1974,0,98033,2360,9337,'\'(628800-813400]\''
4,3.5,3100,5600,2,3,9,3100,0,2005,0,98075,3080,5600,'\'(628800-813400]\''
3,1.75,2040,4000,2,5,7,1360,680,1924,0,98105,1610,4000,'\'(628800-813400]\''
4,1.5,1840,10080,2,3,8,1840,0,1907,0,98118,1830,5040,'\'(628800-813400]\''
2,1,970,4560,1,4,7,970,0,1907,0,98103,1500,4560,'\'(628800-813400]\''
5,2.25,2900,10300,1,3,8,1450,1450,1985,0,98006,2310,10300,'\'(628800-813400]\''
3,2.5,2400,6474,1,3,8,1560,840,1964,0,98177,2340,10856,'\'(628800-813400]\''
4,2.5,3180,5438,2,3,9,3180,0,2003,0,98065,3030,5335,'\'(628800-813400]\''
4,2,2360,6000,2,4,8,2360,0,1904,0,98107,1730,4700,'\'(628800-813400]\''
5,3.5,3790,8200,1,3,8,2120,1670,2001,0,98056,1740,8676,'\'(444200-628800]\''
4,2.5,3160,7210,1,4,7,1880,1280,1969,0,98034,2070,7560,'\'(444200-628800]\''
1,1,1090,8750,1,4,6,1090,0,1924,0,98118,1830,5000,'\'(444200-628800]\''
4,3,2800,7845,2,3,8,2800,0,2002,0,98038,2800,6977,'\'(444200-628800]\''
3,1.75,1790,9813,2,3,7,1790,0,1949,0,98155,1520,10125,'\'(444200-628800]\''
3,1,1370,6001,1,5,7,1230,140,1944,0,98108,1370,5520,'\'(444200-628800]\''
3,3.5,1810,1846,2,4,8,1440,370,2009,0,98122,1480,3600,'\'(444200-628800]\''
4,2.25,2180,7297,2,3,8,2180,0,1984,0,98074,2250,9781,'\'(444200-628800]\''
3,2,2660,4500,1,4,7,1330,1330,1922,0,98199,1790,5000,'\'(444200-628800]\''
3,1.75,1910,5753,1,3,8,1110,800,1941,0,98115,1630,5580,'\'(444200-628800]\''
4,1.75,1760,5356,1,4,7,920,840,1950,0,98115,1680,5184,'\'(444200-628800]\''
3,1.75,1260,3328,1,5,6,700,560,1905,0,98103,1380,3536,'\'(444200-628800]\''
3,2,2000,7000,2,3,7,2000,0,1916,1986,98136,1840,7000,'\'(444200-628800]\''
4,1,1660,34848,1,1,5,930,730,1933,0,98052,2160,11467,'\'(444200-628800]\''
3,2.25,2160,15360,1,3,8,1410,750,1965,2000,98007,2180,8480,'\'(444200-628800]\''
5,3,3100,5250,2,3,7,3100,0,2006,0,98065,2460,5250,'\'(444200-628800]\''
5,2.75,2540,5022,1,4,8,1540,1000,1955,0,98108,2510,5182,'\'(444200-628800]\''
3,1.5,1350,6000,1,3,7,900,450,1950,0,98136,1730,6012,'\'(444200-628800]\''
4,1,1640,6305,1.5,5,6,1640,0,1907,0,98118,1590,4816,'\'(444200-628800]\''
3,2.5,1860,3658,2,3,8,1860,0,1994,0,98029,1840,3739,'\'(444200-628800]\''
3,1.75,1970,7972,1,5,8,1370,600,1976,0,98055,2460,9796,'\'(444200-628800]\''
5,2.75,2630,10165,1,4,8,1690,940,1976,0,98027,2440,10165,'\'(444200-628800]\''
4,1,1600,4300,1.5,4,7,1600,0,1916,0,98103,1610,4300,'\'(444200-628800]\''
6,3.75,2940,5054,2,3,7,2940,0,1942,2003,98146,1530,5320,'\'(444200-628800]\''
4,1,1560,4080,1.5,3,7,1560,0,1923,0,98103,1890,4080,'\'(444200-628800]\''
3,2,1700,8400,2,3,7,1700,0,1927,0,98033,1820,9000,'\'(444200-628800]\''
4,2.25,2390,8858,1,4,8,1740,650,1979,0,98033,2240,8858,'\'(444200-628800]\''
6,4,4470,17877,3,3,9,3230,1240,2013,0,98188,1790,18260,'\'(444200-628800]\''
4,2,1680,5000,1,3,7,980,700,1950,0,98115,1680,6000,'\'(444200-628800]\''
3,2.5,2060,5750,1,3,7,1330,730,1976,0,98116,1920,5750,'\'(444200-628800]\''
3,1,910,5212,1,3,7,910,0,1951,0,98115,1520,6300,'\'(444200-628800]\''
3,2,2080,7020,1,4,7,1040,1040,1951,0,98115,1920,7000,'\'(444200-628800]\''
4,2.5,1670,5116,2,3,8,1670,0,1999,0,98155,1910,7210,'\'(444200-628800]\''
4,2.5,2230,10414,1,5,7,1450,780,1974,0,98075,1960,10240,'\'(444200-628800]\''
4,2.5,2710,12138,1,3,8,1700,1010,1968,0,98155,2390,10052,'\'(444200-628800]\''
3,0.75,920,20412,1,5,6,920,0,1950,0,98070,1162,54705,'\'(444200-628800]\''
4,2.25,1870,7700,2,3,7,1870,0,1977,0,98052,1970,7700,'\'(444200-628800]\''
5,2.5,1690,2402,1.5,3,7,990,700,1930,0,98117,1200,4005,'\'(444200-628800]\''
3,1,1380,4000,1.5,3,7,1380,0,1910,0,98112,1690,4000,'\'(444200-628800]\''
3,1.75,1530,8829,1,5,8,1530,0,1972,0,98006,2060,9226,'\'(444200-628800]\''
8,5,2800,2580,2,3,8,1880,920,1997,0,98122,1800,2580,'\'(444200-628800]\''
3,1,1040,5060,1,3,7,1040,0,1941,0,98116,890,5060,'\'(444200-628800]\''
3,1.75,1700,8432,1,3,8,1230,470,1977,0,98125,1800,7842,'\'(444200-628800]\''
4,2.5,1850,11250,1.5,3,7,1210,640,1981,0,98074,1650,7623,'\'(444200-628800]\''
3,1.75,1480,6360,1,3,7,1480,0,1954,0,98133,1480,6360,'\'(444200-628800]\''
4,2.5,4190,7504,2,3,7,4190,0,2004,0,98058,2480,6727,'\'(444200-628800]\''
3,2.5,2010,2287,2,3,8,1390,620,2014,0,98029,1690,1662,'\'(444200-628800]\''
3,2.25,1780,9969,1,3,8,1450,330,1985,0,98034,1950,7974,'\'(444200-628800]\''
4,2,2340,10507,1.5,4,6,2340,0,1959,0,98030,990,10507,'\'(-inf-259600]\''
2,1,830,6000,1,3,6,830,0,1940,0,98126,830,4960,'\'(-inf-259600]\''
4,2,1720,7560,1,3,7,1720,0,1959,0,98001,1750,7988,'\'(-inf-259600]\''
3,2,1560,7352,1,3,6,1560,0,1992,0,98001,1120,7950,'\'(-inf-259600]\''
3,1,1150,8100,1,3,6,1150,0,1932,0,98168,1120,8100,'\'(-inf-259600]\''
3,1,970,8710,1,4,6,970,0,1962,0,98198,1280,11805,'\'(-inf-259600]\''
2,1,880,9000,1,3,5,880,0,1928,0,98188,1410,10000,'\'(-inf-259600]\''
3,1.75,1250,10122,1,3,7,1250,0,1994,0,98010,1980,10175,'\'(-inf-259600]\''
3,1.75,1320,10454,1,4,7,1320,0,1968,0,98002,1680,10183,'\'(-inf-259600]\''
3,2.5,1600,4271,2,3,7,1600,0,2003,0,98038,1520,3225,'\'(-inf-259600]\''
3,2.5,1650,2807,2,3,7,1650,0,2004,0,98055,1460,1875,'\'(-inf-259600]\''
3,1,1400,10403,1,4,6,1400,0,1976,0,98038,1230,10209,'\'(-inf-259600]\''
3,1.75,1760,26055,1,3,7,920,840,1979,0,98042,1350,13475,'\'(-inf-259600]\''
5,2.25,2060,8632,1,3,7,1030,1030,1962,0,98146,1010,11680,'\'(-inf-259600]\''
2,1,790,11234,1,4,6,790,0,1942,0,98166,1930,11871,'\'(-inf-259600]\''
4,2.25,2320,8760,1,4,8,1160,1160,1966,0,98032,1970,8690,'\'(-inf-259600]\''
3,1.75,1280,7524,1.5,4,7,1280,0,1988,0,98031,1500,7777,'\'(-inf-259600]\''
4,1.5,1690,11054,1,4,5,1690,0,1930,0,98055,1690,9040,'\'(-inf-259600]\''
4,2,1220,9100,1.5,4,7,1220,0,1970,0,98023,1160,7700,'\'(-inf-259600]\''
4,1,1430,8355,1.5,4,7,1430,0,1983,0,98092,1550,7938,'\'(-inf-259600]\''
4,1.5,1430,8775,1,3,7,1030,400,1979,0,98023,1390,7800,'\'(-inf-259600]\''
3,2.5,2040,3810,2,3,8,2040,0,2006,0,98038,2370,4590,'\'(-inf-259600]\''
3,1.5,2060,15837,1.5,3,6,2060,0,1903,0,98055,2190,8549,'\'(-inf-259600]\''
4,2,1910,4225,1,4,6,910,1000,1919,0,98001,1060,4800,'\'(-inf-259600]\''
4,1,1300,6030,1.5,3,6,1300,0,1947,0,98168,1240,6900,'\'(-inf-259600]\''
2,1,720,4222,1,4,5,720,0,1942,0,98056,860,4785,'\'(-inf-259600]\''
4,2.5,2240,9701,2,3,9,2240,0,1989,0,98023,2240,9410,'\'(259600-444200]\''
3,2.25,2300,35287,2,3,8,2300,0,1977,0,98022,1760,47916,'\'(259600-444200]\''
3,2.5,1782,1577,3,3,7,1782,0,2000,0,98125,1550,1744,'\'(259600-444200]\''
3,1.75,2100,14850,1,4,7,2100,0,1963,0,98042,1930,17238,'\'(259600-444200]\''
3,2.5,1530,2890,2,3,7,1530,0,2001,0,98108,1540,2890,'\'(259600-444200]\''
3,2.5,1570,2865,2,3,7,1570,0,2003,0,98118,1610,2582,'\'(259600-444200]\''
4,2.25,1960,12243,2,3,8,1960,0,1989,0,98042,1910,12230,'\'(259600-444200]\''
4,1.75,1530,17664,1.5,3,7,1530,0,1968,0,98058,1530,11625,'\'(259600-444200]\''
4,2.5,1820,7575,1,3,7,1220,600,1975,0,98058,1840,7650,'\'(259600-444200]\''
4,1,1330,8184,1.5,3,7,1330,0,1949,0,98133,1220,660,'\'(259600-444200]\''
3,2.25,2200,8375,2,3,8,2200,0,1988,0,98092,2200,10002,'\'(259600-444200]\''
2,1,930,2600,1,3,7,930,0,1981,0,98034,1370,3488,'\'(259600-444200]\''
2,1,1350,10096,1,4,7,1350,0,1952,0,98045,1280,10095,'\'(259600-444200]\''
3,2,1380,7476,1,3,7,1380,0,1989,0,98001,1600,7227,'\'(259600-444200]\''
3,2.5,1550,8134,2,3,7,1550,0,1991,0,98031,1550,8134,'\'(259600-444200]\''
3,1.75,1760,7482,1,4,8,1760,0,1966,0,98023,2000,7500,'\'(259600-444200]\''
2,1,940,6804,1,3,7,940,0,1949,0,98177,1150,6930,'\'(259600-444200]\''
4,2.25,2240,8300,2,3,8,2240,0,1978,0,98011,2340,8500,'\'(259600-444200]\''
3,2.5,1560,3987,2,3,7,1560,0,2002,0,98053,1600,3152,'\'(259600-444200]\''
2,1.5,950,4625,1,4,7,950,0,1949,0,98103,1440,4625,'\'(259600-444200]\''
4,2.75,2440,15349,2,4,7,2440,0,1957,0,98198,2280,9250,'\'(259600-444200]\''
2,1,820,4025,1,5,6,820,0,1922,0,98126,1410,5750,'\'(259600-444200]\''
4,2.25,2190,6800,1,5,7,1340,850,1969,0,98011,1560,7611,'\'(259600-444200]\''
3,1.75,1530,7245,1,4,7,1530,0,1984,0,98034,1530,7490,'\'(259600-444200]\''
2,1,990,3120,1,5,7,790,200,1907,0,98103,1930,3120,'\'(259600-444200]\''
5,2.5,1710,7700,1.5,3,7,1710,0,1962,0,98007,1530,7700,'\'(259600-444200]\''
3,2.25,1660,6000,1,3,7,1110,550,1979,0,98122,1440,4080,'\'(259600-444200]\''
4,2.5,2660,5539,2,3,8,2660,0,2004,0,98059,2380,5539,'\'(259600-444200]\''
2,1,1070,4500,1,3,7,1070,0,1937,0,98115,1320,4465,'\'(259600-444200]\''
2,1,890,3271,1,4,6,890,0,1918,0,98116,1190,5175,'\'(259600-444200]\''
3,1.75,1370,9680,1,4,7,1370,0,1977,0,98074,1370,10208,'\'(259600-444200]\''
3,1.25,1510,13737,1,4,6,810,700,1961,0,98125,2560,10202,'\'(259600-444200]\''
3,2.5,2500,21780,1,3,8,1770,730,1986,0,98092,2670,23400,'\'(259600-444200]\''
4,1.5,2040,10726,1,3,7,1380,660,1954,0,98177,1610,10020,'\'(259600-444200]\''
3,1,1140,10320,1,4,7,1140,0,1963,0,98034,1140,10412,'\'(259600-444200]\''
3,1.75,1830,11788,1,3,8,1430,400,1958,0,98055,2140,11964,'\'(259600-444200]\''
4,2,2500,36900,1,3,7,1540,960,1972,0,98038,1960,36900,'\'(259600-444200]\''
3,2.5,1630,11592,2,3,8,1630,0,1987,0,98011,1700,8850,'\'(259600-444200]\''
5,2.75,1540,4000,1,3,7,1140,400,1990,0,98106,1630,4000,'\'(259600-444200]\''
3,1.5,1250,219978,1,4,6,1250,0,1980,0,98038,1930,210394,'\'(259600-444200]\''
3,2.25,2570,8491,2,4,8,2570,0,1989,0,98042,2400,8049,'\'(259600-444200]\''
3,1.75,1660,16275,2,3,7,1660,0,1990,0,98014,1520,16275,'\'(259600-444200]\''
3,2.5,2470,4948,2,3,8,2470,0,2003,0,98038,2500,4993,'\'(259600-444200]\''
3,1.75,1300,9079,1,3,7,1300,0,1986,0,98059,1890,7369,'\'(259600-444200]\''
3,2.5,1950,8130,2,4,9,1950,0,1990,0,98042,2350,7691,'\'(259600-444200]\''
3,1.75,2250,26337,1,3,8,2250,0,1980,0,98092,1830,26337,'\'(259600-444200]\''
3,1,1340,5175,1,3,7,940,400,1987,0,98133,1020,5500,'\'(259600-444200]\''
3,1,1900,14400,1,4,7,1300,600,1954,0,98166,1940,14400,'\'(259600-444200]\''
3,1.75,1490,7150,1,5,6,1490,0,1967,0,98059,1350,9100,'\'(259600-444200]\''
2,1,1290,3140,2,3,7,1290,0,2008,0,98053,1290,2628,'\'(259600-444200]\''
2,1,960,8153,1,3,6,960,0,1947,0,98155,1160,8199,'\'(259600-444200]\''
4,2.5,2250,4495,2,3,7,2250,0,2008,0,98042,2250,4500,'\'(259600-444200]\''
3,2,1850,9550,1,3,8,1850,0,1988,0,98001,2250,9550,'\'(259600-444200]\''
3,1.75,1560,21000,1,3,7,1560,0,1954,0,98166,1070,7920,'\'(259600-444200]\''
3,2,1750,9750,1,3,7,1350,400,1961,0,98198,1900,10125,'\'(259600-444200]\''
4,2,2440,9600,1,5,7,1220,1220,1963,0,98031,1370,9600,'\'(259600-444200]\''
3,2.5,1890,4838,2,3,8,1730,160,2002,0,98168,1910,7409,'\'(259600-444200]\''
3,1,1070,9000,1,4,7,1070,0,1950,0,98198,1840,12000,'\'(259600-444200]\''
3,1,1480,7469,1.5,3,6,1120,360,1940,0,98168,1460,7379,'\'(259600-444200]\''
4,2.5,2120,13780,2,3,8,2120,0,1993,0,98146,1880,12000,'\'(259600-444200]\''
4,1,1500,6388,1.5,4,7,1500,0,1951,0,98126,980,5366,'\'(259600-444200]\''
4,2.5,2340,8548,2,3,8,2340,0,1993,0,98031,1970,6818,'\'(259600-444200]\''
4,1.75,1620,4980,1,4,7,860,760,1947,0,98133,1400,4980,'\'(259600-444200]\''
4,1.75,1740,9150,1,3,7,1740,0,1974,0,98188,1540,9147,'\'(259600-444200]\''
3,1,1130,12500,1.5,3,7,1130,0,1954,0,98118,2280,8750,'\'(259600-444200]\''
2,2.75,1370,1140,2,3,8,1080,290,2009,0,98133,1370,1090,'\'(259600-444200]\''
3,2.5,2740,11872,2,3,9,2740,0,1990,0,98023,2570,10377,'\'(259600-444200]\''
2,2.75,1370,1140,2,3,8,1080,290,2009,0,98133,1370,1090,'\'(259600-444200]\''
4,1,1530,8890,1,3,7,980,550,1925,0,98106,1100,5203,'\'(259600-444200]\''
3,2,1270,3600,1,3,7,1270,0,1963,0,98122,1660,3600,'\'(259600-444200]\''
2,1,1230,7560,1,3,7,1230,0,1961,0,98133,1270,7560,'\'(259600-444200]\''
3,2.25,2090,10120,1,4,7,1290,800,1979,0,98058,1820,7983,'\'(259600-444200]\''
3,2.5,1730,4102,3,3,8,1730,0,1996,0,98074,2340,16994,'\'(813400-inf)\''
4,2.75,3300,12090,2,3,8,3300,0,1953,0,98004,3180,12239,'\'(813400-inf)\''
4,2.25,2460,44431,1,4,9,2460,0,1957,0,98007,2830,44431,'\'(813400-inf)\''
3,4.25,3840,6161,2,3,10,3840,0,2000,0,98074,3230,7709,'\'(813400-inf)\''
4,2.5,2160,5298,2.5,4,9,2160,0,1902,0,98122,1720,2283,'\'(813400-inf)\''
4,2.5,3720,35000,2,3,10,3720,0,1983,0,98072,3720,35000,'\'(813400-inf)\''
4,3,3680,5854,1,3,10,2060,1620,1967,0,98199,3140,5000,'\'(813400-inf)\''
2,2.5,1780,2067,2,5,9,1780,0,1974,0,98004,2320,2067,'\'(813400-inf)\''
4,2.5,3300,10250,1,3,7,2390,910,1946,1991,98040,1950,6045,'\'(813400-inf)\''
4,3.5,2800,6750,2,3,9,1890,910,1951,2002,98105,2370,6120,'\'(813400-inf)\''
3,1.75,1400,9900,1,3,7,1400,0,1951,0,98004,1810,10796,'\'(813400-inf)\''
4,4,3430,35102,2,4,10,2390,1040,1986,0,98075,3240,35020,'\'(813400-inf)\''
3,2,2310,6000,2,4,9,1560,750,1926,0,98199,2000,6000,'\'(813400-inf)\''
4,2.5,2760,6440,2,3,10,2760,0,1999,0,98075,3070,8127,'\'(628800-813400]\''
3,2.25,2400,5300,1.5,4,7,1250,1150,1939,0,98117,1540,4800,'\'(628800-813400]\''
3,2.25,2560,41346,2,3,10,2560,0,1986,0,98027,3040,35395,'\'(628800-813400]\''
4,1.75,2010,5070,1,4,7,1300,710,1963,0,98116,2180,5400,'\'(628800-813400]\''
4,2.5,2341,9594,2,3,9,2341,0,1997,0,98052,2850,9421,'\'(628800-813400]\''
4,2.5,3450,33460,2,3,9,3450,0,1997,0,98077,2820,35250,'\'(628800-813400]\''
4,1.75,2460,10061,1,3,7,1410,1050,1961,0,98178,2300,10061,'\'(628800-813400]\''
4,1.75,2320,5595,1,3,7,1510,810,1956,0,98199,1840,5596,'\'(628800-813400]\''
3,2.75,3010,206910,2,3,10,3010,0,2001,0,98045,1580,120675,'\'(628800-813400]\''
5,1.75,2690,21357,1,4,7,1420,1270,1952,0,98004,2600,17539,'\'(628800-813400]\''
3,2.25,2190,2416,3,3,8,2190,0,2014,0,98117,1510,3615,'\'(628800-813400]\''
4,2,1830,4590,2,3,8,1830,0,1908,0,98105,1650,4590,'\'(628800-813400]\''
4,3.25,3120,5000,2,3,9,2370,750,2005,0,98115,2520,6000,'\'(628800-813400]\''
4,3,2440,3600,1.5,5,8,1480,960,1929,0,98103,1770,4000,'\'(628800-813400]\''
3,2.25,3020,13031,2,3,9,3020,0,1989,0,98052,2480,10204,'\'(628800-813400]\''
5,5,5774,31675,1,3,11,4490,1284,1984,0,98003,3260,13200,'\'(628800-813400]\''
4,2.5,3350,35298,2,4,9,3350,0,1985,0,98053,2620,35604,'\'(628800-813400]\''
3,3,1970,20978,2,4,9,1770,200,1980,0,98070,2280,75396,'\'(628800-813400]\''
4,2.5,2460,4425,2,3,8,2460,0,2006,0,98052,2990,5659,'\'(628800-813400]\''
3,2.5,2440,5750,2,3,9,1980,460,2000,0,98116,1520,5750,'\'(628800-813400]\''
6,2.25,2450,25600,1,3,7,1340,1110,1957,0,98008,1850,10230,'\'(628800-813400]\''
3,2.25,2150,21235,1,4,8,1590,560,1959,0,98166,2570,18900,'\'(628800-813400]\''
4,2.5,2270,8391,2,3,8,2270,0,1988,0,98029,2420,8391,'\'(628800-813400]\''
4,3.75,4610,40202,1,4,10,2500,2110,1980,0,98027,3050,41056,'\'(628800-813400]\''
3,1,950,4250,1.5,5,6,950,0,1948,0,98122,2130,5120,'\'(444200-628800]\''
3,1.5,1200,890,2,3,8,1030,170,2008,0,98109,1230,2120,'\'(444200-628800]\''
3,1.75,1620,7330,1,4,7,1090,530,1974,0,98034,1380,7191,'\'(444200-628800]\''
6,2.25,2660,13579,2,3,7,2660,0,1937,1990,98125,1120,8242,'\'(444200-628800]\''
4,3,2580,7299,2,3,8,2580,0,1998,0,98058,2250,6165,'\'(444200-628800]\''
5,2.5,2990,15085,2,3,9,2990,0,2007,0,98011,3150,13076,'\'(444200-628800]\''
3,2.5,2250,10171,2,3,9,2250,0,1987,0,98006,2440,13390,'\'(444200-628800]\''
3,2.5,2010,3667,2,3,9,2010,0,2008,0,98027,2350,3600,'\'(444200-628800]\''
2,2,1510,4000,1,4,7,1010,500,1900,0,98103,1920,4000,'\'(444200-628800]\''
4,1.75,2430,7559,1,4,8,1580,850,1981,0,98052,1980,8750,'\'(444200-628800]\''
4,1.5,2810,7140,1,3,8,1490,1320,1954,0,98136,2240,6825,'\'(444200-628800]\''
3,2,1380,5000,1.5,4,7,1380,0,1917,0,98117,1350,5000,'\'(444200-628800]\''
4,2.5,2580,5823,2,3,8,2580,0,2002,0,98065,2380,5823,'\'(444200-628800]\''
5,2.5,2960,9877,1,4,7,1480,1480,1960,0,98005,1900,9877,'\'(444200-628800]\''
4,2.25,2510,9800,2,3,9,2510,0,1978,0,98072,2440,11000,'\'(444200-628800]\''
3,2,1360,3090,2,3,8,1360,0,1990,0,98103,1500,3090,'\'(444200-628800]\''
4,2.25,2330,19436,2,3,8,2330,0,1987,0,98011,1910,10055,'\'(444200-628800]\''
3,2.25,1170,1249,3,3,8,1170,0,2014,0,98107,1350,1310,'\'(444200-628800]\''
2,2,1270,3881,1,4,6,610,660,1926,0,98105,1370,5000,'\'(444200-628800]\''
4,2.5,2470,5044,2,3,9,2470,0,2005,0,98155,2790,5583,'\'(444200-628800]\''
3,2.5,2260,3640,2,3,8,2260,0,1994,0,98072,2350,3710,'\'(444200-628800]\''
4,2,1690,3250,1.5,3,7,1550,140,1901,0,98103,1620,3250,'\'(444200-628800]\''
4,2,2180,10575,1,2,6,1730,450,1950,0,98005,2180,12010,'\'(444200-628800]\''
4,2.5,2120,57050,2,3,9,2120,0,1989,0,98072,3320,39082,'\'(444200-628800]\''
3,2.5,2720,6439,2,3,9,2720,0,2005,0,98065,3180,7320,'\'(444200-628800]\''
4,2.75,3030,21780,2,3,8,3030,0,1986,0,98166,3020,28027,'\'(444200-628800]\''
3,2.25,2240,9314,2,3,9,2240,0,1984,0,98074,2240,9314,'\'(444200-628800]\''
4,3,2440,9600,2,5,7,2440,0,1961,0,98034,2290,9600,'\'(444200-628800]\''
3,1.75,2120,10875,1,3,8,1540,580,1977,0,98146,2460,11760,'\'(444200-628800]\''
2,1,960,4080,1,5,7,960,0,1911,0,98103,1300,4080,'\'(444200-628800]\''
5,2.5,3840,16905,2,3,11,3840,0,1991,0,98023,3270,12133,'\'(444200-628800]\''
3,2,1810,12825,1,4,7,1810,0,1960,0,98007,1490,10800,'\'(444200-628800]\''
2,2,2930,14057,1,4,8,1680,1250,1980,0,98070,2234,61011,'\'(444200-628800]\''
3,2.5,1360,1016,3,3,7,1310,50,2003,0,98115,1365,1156,'\'(444200-628800]\''
3,2.25,2010,11817,2,4,8,2010,0,1986,0,98029,2190,10168,'\'(444200-628800]\''
3,2.25,2030,16200,2,3,8,2030,0,1984,0,98027,2660,17958,'\'(444200-628800]\''
3,2.5,2360,11254,1,3,9,2360,0,1990,0,98003,2390,11254,'\'(444200-628800]\''
3,2,1260,5460,1,3,7,1260,0,1972,0,98034,1510,5460,'\'(444200-628800]\''
3,2,1720,5525,1,5,7,960,760,1941,0,98108,1760,5525,'\'(444200-628800]\''
2,2.5,1230,1391,2,3,8,870,360,2004,0,98112,1240,1350,'\'(444200-628800]\''
