@relation greater50k_fewattributes-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N3-F2-weka.filters.supervised.instance.StratifiedRemoveFolds-S22-N10-F3

@attribute age numeric
@attribute education numeric
@attribute hoursWorked numeric
@attribute fiftyK {<=50K,>50K}

@data
58,9,36,<=50K
34,13,45,<=50K
25,9,50,<=50K
36,13,40,<=50K
38,9,35,<=50K
40,10,40,<=50K
68,2,20,<=50K
30,10,40,<=50K
59,9,18,<=50K
19,9,30,<=50K
36,13,35,<=50K
50,13,36,<=50K
33,12,40,<=50K
58,9,12,<=50K
36,9,40,<=50K
19,4,40,<=50K
38,15,50,<=50K
27,13,40,<=50K
17,8,16,<=50K
20,11,30,<=50K
20,10,40,<=50K
31,4,40,<=50K
21,11,40,<=50K
63,2,30,<=50K
62,9,40,<=50K
41,9,40,<=50K
41,9,40,<=50K
23,9,40,<=50K
50,13,40,<=50K
67,11,24,<=50K
41,4,40,<=50K
52,14,40,<=50K
44,4,35,<=50K
49,9,43,<=50K
24,9,40,<=50K
38,9,30,<=50K
55,9,38,<=50K
46,10,40,<=50K
77,10,40,<=50K
26,10,40,<=50K
57,13,20,<=50K
49,10,45,<=50K
36,13,40,<=50K
23,9,40,<=50K
42,9,40,<=50K
38,6,40,<=50K
56,13,50,<=50K
45,9,40,<=50K
58,6,40,<=50K
47,9,60,<=50K
24,13,60,<=50K
50,3,55,<=50K
66,6,30,<=50K
33,10,40,<=50K
29,9,40,<=50K
17,8,10,<=50K
44,9,40,<=50K
52,9,40,<=50K
20,10,15,<=50K
29,9,40,<=50K
43,9,40,<=50K
33,13,40,<=50K
43,10,35,<=50K
45,9,28,<=50K
22,10,40,<=50K
46,10,10,<=50K
27,13,35,<=50K
33,9,87,<=50K
68,9,40,<=50K
22,9,70,<=50K
34,9,50,<=50K
31,13,40,<=50K
45,10,50,<=50K
41,9,40,<=50K
23,9,40,<=50K
67,6,2,<=50K
65,9,40,<=50K
29,10,40,<=50K
34,9,20,<=50K
40,13,40,<=50K
35,7,40,<=50K
46,9,40,<=50K
51,9,40,<=50K
35,9,40,<=50K
57,9,78,<=50K
30,13,40,<=50K
40,10,35,<=50K
34,9,40,<=50K
33,10,40,<=50K
32,4,40,<=50K
73,6,10,<=50K
55,9,40,<=50K
37,9,85,<=50K
32,11,45,<=50K
31,14,46,<=50K
35,11,40,<=50K
78,9,40,<=50K
53,14,40,<=50K
31,7,40,<=50K
51,9,40,<=50K
45,9,40,<=50K
21,9,40,<=50K
38,10,58,<=50K
31,13,40,<=50K
90,9,40,<=50K
20,10,36,<=50K
43,14,38,<=50K
21,9,45,<=50K
29,11,50,<=50K
23,10,40,<=50K
25,9,35,<=50K
53,3,30,<=50K
68,9,45,<=50K
17,7,25,<=50K
17,6,15,<=50K
37,10,40,<=50K
40,10,40,<=50K
53,9,40,<=50K
37,10,40,<=50K
44,8,40,<=50K
18,7,20,<=50K
51,9,40,<=50K
34,10,40,<=50K
65,4,40,<=50K
34,13,40,<=50K
46,9,45,<=50K
30,9,40,<=50K
35,9,30,<=50K
41,11,40,<=50K
27,13,40,<=50K
41,9,40,<=50K
74,3,56,<=50K
23,13,40,<=50K
44,10,40,<=50K
42,10,40,<=50K
27,9,46,<=50K
51,9,50,<=50K
28,13,40,<=50K
27,9,40,<=50K
18,8,12,<=50K
51,9,40,<=50K
27,15,40,<=50K
32,10,40,<=50K
22,7,40,<=50K
31,9,40,<=50K
41,9,20,<=50K
37,9,50,<=50K
42,12,45,<=50K
56,13,40,<=50K
24,9,40,<=50K
33,9,40,<=50K
23,10,40,<=50K
27,9,50,<=50K
53,4,40,<=50K
18,7,22,<=50K
39,9,20,<=50K
46,10,40,<=50K
30,10,40,<=50K
29,9,36,<=50K
40,6,32,<=50K
28,13,45,>50K
46,9,40,>50K
42,13,70,>50K
64,16,60,>50K
36,13,50,>50K
37,11,40,>50K
50,13,45,>50K
41,6,40,>50K
59,13,40,>50K
52,9,45,>50K
56,11,45,>50K
40,12,36,>50K
37,13,55,>50K
39,14,52,>50K
31,13,40,>50K
39,9,50,>50K
45,10,40,>50K
63,14,40,>50K
33,13,40,>50K
39,15,60,>50K
44,13,40,>50K
51,9,84,>50K
43,13,40,>50K
53,9,40,>50K
30,13,50,>50K
62,13,60,>50K
49,9,60,>50K
32,9,50,>50K
62,15,30,>50K
38,14,35,>50K
48,16,50,>50K
40,12,60,>50K
32,13,40,>50K
32,10,50,>50K
47,9,45,>50K
53,10,40,>50K
43,13,40,>50K
34,13,45,>50K
59,13,43,>50K
39,9,40,>50K
51,14,60,>50K
49,13,40,>50K
44,14,60,>50K
44,11,40,>50K
41,13,40,>50K
47,10,50,>50K
34,9,50,>50K
37,11,40,>50K
67,13,60,>50K
43,14,43,>50K
46,13,40,>50K
62,10,40,>50K
44,13,60,>50K
47,9,50,>50K
45,16,40,>50K
31,13,70,>50K
45,9,40,>50K
39,9,40,>50K
41,14,5,>50K
40,4,40,>50K
37,11,45,>50K
42,13,45,>50K
47,9,40,>50K
41,9,40,>50K
42,14,50,>50K
61,9,35,>50K
45,9,80,>50K
48,16,46,>50K
33,9,40,>50K
65,10,30,>50K
41,13,48,>50K
37,13,45,>50K
44,14,40,>50K
41,14,45,>50K
25,14,99,>50K
46,13,40,>50K
45,9,40,>50K
39,12,50,>50K
34,13,40,>50K
41,2,40,>50K
53,13,55,>50K
29,13,40,>50K
41,10,40,>50K
40,14,40,>50K
58,9,40,>50K
39,13,50,>50K
42,10,40,>50K
47,14,40,>50K
41,10,40,>50K
51,14,40,>50K
36,14,45,>50K
33,14,50,>50K
40,15,50,>50K
39,6,60,>50K
39,14,55,>50K
59,6,40,>50K
61,9,40,>50K
54,9,40,>50K
55,13,50,>50K
43,14,60,>50K
74,9,40,>50K
37,13,80,>50K
28,9,42,>50K
38,9,48,>50K
37,9,50,<=50K
61,16,5,<=50K
23,9,40,<=50K
40,13,40,<=50K
23,13,40,<=50K
31,9,40,<=50K
49,9,20,<=50K
39,9,40,<=50K
28,12,3,<=50K
28,9,40,<=50K
38,10,45,<=50K
27,10,40,<=50K
41,9,38,<=50K
65,9,65,<=50K
53,13,40,<=50K
39,13,40,<=50K
24,9,30,<=50K
22,10,30,<=50K
27,5,40,<=50K
47,9,9,<=50K
40,10,20,<=50K
45,7,20,<=50K
47,9,40,<=50K
57,13,80,<=50K
32,9,40,<=50K
54,10,40,<=50K
33,9,50,<=50K
53,12,40,<=50K
54,9,20,<=50K
55,3,25,<=50K
38,9,38,<=50K
45,9,40,<=50K
32,9,40,<=50K
20,12,20,<=50K
43,10,40,<=50K
31,10,40,<=50K
22,9,40,<=50K
75,5,5,<=50K
26,7,50,<=50K
35,6,16,<=50K
20,10,40,<=50K
37,9,40,<=50K
33,9,40,<=50K
17,7,20,<=50K
66,9,55,<=50K
36,15,50,<=50K
29,13,35,<=50K
41,9,50,<=50K
26,10,45,<=50K
19,10,40,<=50K
18,7,20,<=50K
40,13,40,<=50K
39,9,45,<=50K
52,9,38,<=50K
36,12,50,<=50K
19,10,15,<=50K
56,9,45,<=50K
28,7,40,<=50K
48,9,50,<=50K
21,9,35,<=50K
62,10,20,<=50K
23,9,40,<=50K
33,5,50,<=50K
36,13,40,<=50K
28,13,40,<=50K
47,4,35,<=50K
27,11,38,<=50K
27,9,25,<=50K
19,7,40,<=50K
66,14,50,<=50K
55,9,40,<=50K
34,9,35,<=50K
23,9,40,<=50K
23,10,25,<=50K
54,9,40,<=50K
62,9,40,<=50K
52,10,40,<=50K
32,12,42,<=50K
18,9,36,<=50K
55,9,45,<=50K
66,3,40,<=50K
27,9,40,<=50K
49,10,35,<=50K
35,9,40,<=50K
69,11,1,<=50K
20,10,25,<=50K
53,10,40,<=50K
28,10,45,<=50K
20,9,35,<=50K
37,13,40,<=50K
37,10,40,<=50K
27,13,50,<=50K
23,13,22,<=50K
32,10,16,<=50K
29,6,40,<=50K
20,10,16,<=50K
23,13,50,<=50K
49,9,40,<=50K
56,5,40,<=50K
29,9,40,<=50K
55,13,40,<=50K
28,10,38,<=50K
27,13,40,<=50K
47,9,35,<=50K
42,9,40,<=50K
21,10,40,<=50K
29,10,40,<=50K
44,9,40,<=50K
48,9,40,<=50K
44,9,40,<=50K
23,10,50,<=50K
30,9,60,<=50K
23,13,20,<=50K
48,10,30,<=50K
25,13,40,<=50K
29,11,40,<=50K
20,10,16,<=50K
37,13,50,<=50K
65,9,40,<=50K
36,9,48,<=50K
25,9,35,<=50K
47,10,40,<=50K
27,9,40,<=50K
23,10,20,<=50K
20,10,45,<=50K
23,13,60,<=50K
59,11,40,<=50K
23,4,36,<=50K
45,9,40,<=50K
20,10,8,<=50K
24,9,40,<=50K
25,7,50,<=50K
31,11,20,<=50K
32,10,40,<=50K
20,9,40,<=50K
28,13,43,<=50K
59,10,40,<=50K
24,9,36,<=50K
65,9,25,<=50K
21,10,20,<=50K
51,7,40,<=50K
41,13,40,<=50K
18,10,20,<=50K
24,11,40,<=50K
24,9,40,<=50K
39,14,40,<=50K
40,2,40,<=50K
49,10,40,<=50K
22,10,30,<=50K
44,13,60,<=50K
28,10,40,<=50K
56,12,25,<=50K
23,5,40,<=50K
32,13,37,<=50K
54,10,40,<=50K
36,9,40,<=50K
18,7,8,<=50K
22,10,50,<=50K
73,9,16,<=50K
22,10,20,<=50K
34,9,40,<=50K
44,13,40,<=50K
34,13,60,<=50K
19,9,40,<=50K
34,10,38,<=50K
43,9,78,<=50K
51,5,40,<=50K
18,9,20,<=50K
65,10,38,<=50K
43,10,40,<=50K
47,10,35,<=50K
29,9,30,<=50K
34,12,40,<=50K
59,9,40,<=50K
20,10,18,<=50K
27,13,50,<=50K
48,9,35,<=50K
90,7,40,<=50K
40,12,40,<=50K
56,10,60,<=50K
56,9,50,<=50K
35,4,75,<=50K
33,12,45,<=50K
26,10,40,<=50K
25,12,40,<=50K
25,9,35,<=50K
33,9,30,<=50K
22,7,40,<=50K
34,9,40,<=50K
36,8,35,<=50K
36,14,40,<=50K
24,13,27,<=50K
19,10,25,<=50K
24,12,30,<=50K
58,10,20,<=50K
46,11,38,<=50K
27,10,48,<=50K
43,9,35,<=50K
20,10,14,<=50K
26,9,55,<=50K
17,7,20,<=50K
58,6,40,<=50K
28,9,40,<=50K
22,10,40,<=50K
57,10,55,<=50K
27,9,70,<=50K
42,9,40,<=50K
51,13,20,<=50K
46,10,40,<=50K
33,9,50,<=50K
67,9,60,<=50K
40,13,45,<=50K
53,10,40,<=50K
25,9,40,<=50K
53,13,70,<=50K
17,7,28,<=50K
53,7,40,<=50K
34,10,30,<=50K
42,7,40,<=50K
29,9,40,<=50K
17,6,20,<=50K
33,5,70,<=50K
44,6,42,<=50K
39,9,40,<=50K
48,12,40,<=50K
26,10,50,<=50K
52,9,48,<=50K
50,9,40,<=50K
37,10,20,<=50K
24,9,50,<=50K
42,10,30,<=50K
17,8,18,<=50K
41,11,40,<=50K
39,7,40,<=50K
26,13,40,<=50K
31,10,40,<=50K
37,9,38,<=50K
31,9,40,<=50K
28,13,40,<=50K
23,10,20,<=50K
28,15,40,<=50K
31,13,40,<=50K
41,11,55,<=50K
31,12,40,<=50K
30,7,40,<=50K
64,10,40,<=50K
54,9,20,<=50K
46,9,40,<=50K
20,10,25,<=50K
41,13,40,<=50K
27,9,40,<=50K
38,13,50,<=50K
61,13,55,<=50K
33,9,40,<=50K
25,3,40,<=50K
39,9,40,<=50K
25,13,70,<=50K
37,10,40,<=50K
20,9,24,<=50K
24,13,65,<=50K
25,9,40,<=50K
60,13,35,<=50K
57,9,40,<=50K
66,11,50,<=50K
25,8,43,<=50K
60,9,40,<=50K
58,10,40,<=50K
17,6,15,<=50K
18,7,25,<=50K
32,10,54,<=50K
25,13,50,<=50K
46,9,40,<=50K
54,10,48,<=50K
28,11,46,<=50K
42,3,38,<=50K
30,12,45,<=50K
30,9,55,<=50K
31,9,40,<=50K
54,6,45,<=50K
26,9,60,<=50K
54,9,20,<=50K
24,10,24,<=50K
32,10,40,<=50K
17,7,20,<=50K
24,14,90,<=50K
21,10,5,<=50K
24,5,40,<=50K
59,2,40,<=50K
28,11,40,<=50K
69,14,11,<=50K
30,10,35,<=50K
19,10,35,<=50K
28,9,40,<=50K
34,9,40,<=50K
61,9,3,<=50K
34,9,40,<=50K
24,9,40,<=50K
27,6,40,<=50K
43,9,40,<=50K
35,9,40,<=50K
60,14,40,<=50K
45,9,40,<=50K
40,12,30,<=50K
36,8,50,<=50K
35,9,40,<=50K
35,15,35,<=50K
59,13,40,<=50K
75,13,24,<=50K
25,13,30,<=50K
36,10,40,<=50K
20,9,40,<=50K
43,13,40,<=50K
25,7,40,<=50K
37,10,40,<=50K
47,11,40,<=50K
30,9,42,<=50K
42,9,40,<=50K
23,13,30,<=50K
42,14,60,<=50K
24,10,15,<=50K
27,4,35,<=50K
38,9,80,<=50K
34,9,40,<=50K
75,6,70,<=50K
34,11,50,<=50K
55,9,40,<=50K
17,7,10,<=50K
61,9,40,<=50K
43,15,30,>50K
41,10,50,>50K
64,13,55,>50K
47,11,40,>50K
39,10,50,>50K
36,13,50,>50K
65,9,59,>50K
78,13,20,>50K
31,9,40,>50K
44,9,60,>50K
47,10,40,>50K
41,15,60,>50K
34,9,45,>50K
47,15,50,>50K
58,16,1,>50K
24,9,45,>50K
40,16,40,>50K
52,12,48,>50K
57,15,50,>50K
36,12,40,>50K
47,9,50,>50K
43,13,40,>50K
47,11,40,>50K
25,9,80,>50K
29,13,50,>50K
37,10,80,>50K
33,9,40,>50K
67,9,40,>50K
48,9,45,>50K
53,12,40,>50K
48,10,40,>50K
30,13,55,>50K
33,10,50,>50K
30,14,45,>50K
56,14,50,>50K
76,14,40,>50K
44,10,72,>50K
55,10,40,>50K
51,11,40,>50K
37,13,50,>50K
57,14,50,>50K
38,9,40,>50K
25,13,55,>50K
48,13,20,>50K
34,14,40,>50K
55,9,45,>50K
38,14,40,>50K
52,12,40,>50K
38,13,42,>50K
55,10,24,>50K
47,13,40,>50K
30,9,40,>50K
62,13,40,>50K
54,9,40,>50K
42,13,40,>50K
50,15,50,>50K
37,13,43,>50K
35,15,80,>50K
30,11,40,>50K
64,9,40,>50K
53,9,40,>50K
23,7,60,>50K
44,10,40,>50K
43,14,40,>50K
51,14,50,>50K
47,9,50,>50K
54,13,40,>50K
35,9,90,>50K
45,14,55,>50K
45,10,50,>50K
54,13,45,>50K
21,12,46,>50K
32,13,55,>50K
43,13,40,>50K
46,16,65,>50K
46,15,60,>50K
53,10,40,>50K
31,10,65,>50K
41,13,40,>50K
56,14,44,>50K
41,13,60,>50K
52,10,50,>50K
41,14,65,>50K
27,10,40,>50K
49,10,40,>50K
37,9,60,>50K
47,9,40,>50K
61,9,45,>50K
44,13,50,>50K
37,9,45,>50K
32,7,43,>50K
40,6,40,>50K
51,14,50,>50K
34,13,50,>50K
50,9,40,>50K
52,11,20,>50K
40,11,38,>50K
44,9,40,>50K
42,12,40,>50K
56,13,50,>50K
55,13,18,>50K
37,12,40,>50K
54,9,50,>50K
46,10,45,>50K
51,14,60,>50K
26,11,55,<=50K
38,11,35,<=50K
55,9,40,<=50K
49,9,45,<=50K
34,14,40,<=50K
39,10,38,<=50K
41,14,35,<=50K
55,10,40,<=50K
42,9,48,<=50K
75,9,40,<=50K
46,9,40,<=50K
41,9,40,<=50K
19,10,35,<=50K
58,10,55,<=50K
30,10,20,<=50K
28,9,40,<=50K
49,13,40,<=50K
34,9,50,<=50K
44,13,65,<=50K
47,9,40,<=50K
59,12,8,<=50K
40,10,40,<=50K
41,13,40,<=50K
20,10,20,<=50K
22,11,30,<=50K
19,10,35,<=50K
58,9,40,<=50K
23,11,40,<=50K
43,9,45,<=50K
23,9,40,<=50K
76,14,10,<=50K
59,9,60,<=50K
24,9,45,<=50K
40,10,20,<=50K
22,13,43,<=50K
34,9,40,<=50K
34,9,40,<=50K
54,9,20,<=50K
46,10,40,<=50K
54,9,30,<=50K
43,12,40,<=50K
36,13,40,<=50K
28,13,40,<=50K
48,9,55,<=50K
22,6,30,<=50K
30,14,40,<=50K
55,9,40,<=50K
18,9,28,<=50K
64,10,20,<=50K
63,9,32,<=50K
17,7,16,<=50K
27,9,40,<=50K
39,12,59,<=50K
22,10,40,<=50K
40,9,40,<=50K
23,9,25,<=50K
27,13,40,<=50K
55,4,50,<=50K
20,9,40,<=50K
52,11,35,<=50K
44,10,40,<=50K
20,10,20,<=50K
18,10,15,<=50K
29,13,25,<=50K
62,9,40,<=50K
21,10,24,<=50K
56,7,40,<=50K
19,10,66,<=50K
33,9,25,<=50K
20,6,40,<=50K
19,9,40,<=50K
20,9,45,<=50K
44,10,40,<=50K
21,11,40,<=50K
53,6,40,<=50K
42,10,40,<=50K
24,9,50,<=50K
18,7,25,<=50K
43,10,25,<=50K
17,7,25,<=50K
41,9,35,<=50K
76,13,10,<=50K
28,9,25,<=50K
18,8,25,<=50K
46,9,40,<=50K
19,10,25,<=50K
19,10,30,<=50K
60,9,35,<=50K
58,8,40,<=50K
32,6,40,<=50K
75,11,20,<=50K
23,13,50,<=50K
27,10,40,<=50K
20,10,10,<=50K
31,5,43,<=50K
37,9,25,<=50K
35,10,40,<=50K
22,13,50,<=50K
31,9,40,<=50K
30,10,40,<=50K
37,5,50,<=50K
74,9,17,<=50K
26,10,40,<=50K
30,4,45,<=50K
33,10,50,<=50K
33,9,40,<=50K
24,13,30,<=50K
58,16,40,<=50K
22,9,22,<=50K
17,6,30,<=50K
20,10,40,<=50K
28,13,40,<=50K
26,5,40,<=50K
18,8,35,<=50K
61,5,40,<=50K
22,10,20,<=50K
25,10,40,<=50K
44,10,50,<=50K
61,9,48,<=50K
43,9,40,<=50K
52,5,40,<=50K
22,9,40,<=50K
25,10,40,<=50K
43,9,60,<=50K
47,10,30,<=50K
23,12,60,<=50K
37,10,40,<=50K
27,9,40,<=50K
41,13,40,<=50K
21,9,35,<=50K
32,9,40,<=50K
31,9,45,<=50K
31,5,40,<=50K
32,12,50,<=50K
40,12,40,<=50K
18,7,10,<=50K
42,11,32,<=50K
49,9,40,<=50K
73,9,40,<=50K
31,9,40,<=50K
34,13,40,<=50K
18,9,8,<=50K
53,13,35,<=50K
43,11,35,<=50K
25,9,22,<=50K
22,9,40,<=50K
19,10,30,<=50K
23,9,30,<=50K
24,10,40,<=50K
30,13,45,<=50K
33,10,40,<=50K
33,6,35,<=50K
44,8,55,<=50K
31,9,16,<=50K
26,9,35,<=50K
20,8,40,<=50K
27,10,44,<=50K
58,9,40,<=50K
62,3,24,<=50K
34,9,35,<=50K
19,10,30,<=50K
44,13,12,<=50K
46,14,38,<=50K
36,5,50,<=50K
46,9,40,<=50K
19,9,3,<=50K
19,10,50,<=50K
37,10,40,<=50K
17,7,12,<=50K
31,10,60,<=50K
32,9,30,<=50K
37,9,75,<=50K
35,13,50,<=50K
22,10,40,<=50K
59,9,40,<=50K
22,10,60,<=50K
27,9,53,<=50K
23,12,30,<=50K
34,9,40,<=50K
33,9,40,<=50K
24,9,40,<=50K
25,10,40,<=50K
45,11,45,<=50K
48,9,40,<=50K
31,13,40,<=50K
43,16,40,<=50K
41,10,50,<=50K
35,9,43,<=50K
47,9,40,<=50K
25,12,40,<=50K
47,11,40,<=50K
43,9,40,<=50K
40,11,40,<=50K
25,10,24,<=50K
21,13,20,<=50K
21,10,45,<=50K
56,4,20,<=50K
38,9,60,<=50K
17,7,16,<=50K
43,10,40,<=50K
21,10,40,<=50K
26,9,65,<=50K
30,9,40,<=50K
36,13,40,<=50K
49,9,40,<=50K
27,13,40,<=50K
30,13,50,<=50K
25,9,40,<=50K
46,3,45,<=50K
21,10,30,<=50K
19,10,40,<=50K
48,13,44,<=50K
46,9,40,<=50K
20,10,10,<=50K
41,9,48,<=50K
28,13,16,<=50K
63,4,30,<=50K
26,11,40,<=50K
61,10,40,<=50K
39,12,60,<=50K
34,9,40,<=50K
50,7,40,<=50K
31,10,40,<=50K
46,10,50,<=50K
32,13,45,<=50K
27,10,49,<=50K
35,10,60,<=50K
46,9,40,<=50K
42,10,40,<=50K
19,10,36,<=50K
72,9,20,<=50K
20,9,40,<=50K
27,11,40,<=50K
29,16,40,<=50K
22,10,40,<=50K
51,9,40,<=50K
41,9,40,<=50K
18,7,20,<=50K
55,9,25,<=50K
42,9,35,<=50K
43,10,40,<=50K
41,9,30,<=50K
74,10,3,<=50K
23,13,40,<=50K
31,10,50,<=50K
46,10,45,<=50K
45,12,38,<=50K
42,11,40,<=50K
57,6,30,<=50K
22,10,40,<=50K
29,16,40,<=50K
54,10,30,<=50K
65,9,40,<=50K
35,10,40,<=50K
31,10,30,<=50K
27,13,25,<=50K
25,13,50,<=50K
30,12,40,<=50K
27,10,20,<=50K
38,10,45,<=50K
26,10,40,<=50K
80,9,24,<=50K
60,13,42,<=50K
41,13,40,<=50K
37,9,40,<=50K
40,9,40,<=50K
37,10,62,<=50K
21,10,40,<=50K
30,4,40,<=50K
47,9,50,<=50K
51,9,38,<=50K
38,9,28,<=50K
61,9,16,<=50K
38,10,40,<=50K
30,9,40,<=50K
29,10,55,<=50K
45,8,40,<=50K
41,9,40,<=50K
28,9,70,<=50K
49,9,40,<=50K
44,14,40,<=50K
19,9,42,<=50K
44,9,50,<=50K
24,9,40,<=50K
31,10,40,<=50K
20,9,40,<=50K
18,9,15,<=50K
60,13,15,<=50K
48,9,37,<=50K
21,9,35,<=50K
56,13,60,<=50K
53,7,40,<=50K
55,9,30,<=50K
32,13,40,<=50K
50,9,40,<=50K
20,9,40,<=50K
35,13,38,<=50K
31,14,25,<=50K
22,13,40,<=50K
28,13,48,<=50K
49,9,40,<=50K
50,7,40,<=50K
49,13,40,<=50K
76,4,2,<=50K
20,10,35,<=50K
24,13,40,<=50K
30,13,40,<=50K
22,10,30,<=50K
57,9,40,<=50K
66,9,40,<=50K
39,13,40,<=50K
49,11,60,<=50K
55,13,40,<=50K
45,10,40,<=50K
34,9,50,<=50K
26,9,55,<=50K
27,9,40,<=50K
36,10,40,<=50K
35,9,99,<=50K
42,9,50,<=50K
64,9,18,<=50K
38,9,70,<=50K
28,10,40,<=50K
27,13,40,<=50K
28,13,45,<=50K
26,10,48,<=50K
67,9,15,<=50K
68,4,8,<=50K
52,9,50,>50K
34,14,35,>50K
38,9,54,>50K
53,10,50,>50K
64,9,40,>50K
40,13,45,>50K
38,12,33,>50K
64,7,40,>50K
35,9,40,>50K
34,13,40,>50K
41,13,60,>50K
35,13,40,>50K
34,13,45,>50K
44,10,58,>50K
35,10,60,>50K
42,10,40,>50K
31,13,50,>50K
53,11,40,>50K
33,9,50,>50K
47,9,38,>50K
48,10,40,>50K
62,10,45,>50K
55,13,40,>50K
45,13,40,>50K
54,16,45,>50K
38,13,55,>50K
52,10,40,>50K
38,13,80,>50K
55,9,40,>50K
40,11,40,>50K
37,13,50,>50K
46,12,40,>50K
35,16,40,>50K
26,10,40,>50K
44,13,50,>50K
54,13,35,>50K
60,9,40,>50K
63,9,40,>50K
44,15,65,>50K
33,7,40,>50K
35,13,45,>50K
67,15,48,>50K
40,12,40,>50K
54,9,50,>50K
49,9,45,>50K
45,13,48,>50K
49,9,40,>50K
33,13,75,>50K
56,9,40,>50K
51,16,60,>50K
52,9,40,>50K
27,13,42,>50K
29,12,50,>50K
47,9,40,>50K
45,11,50,>50K
34,14,40,>50K
51,10,40,>50K
39,14,40,>50K
45,4,55,>50K
43,13,50,>50K
51,9,40,>50K
42,13,50,>50K
25,13,60,>50K
44,9,65,>50K
26,9,40,>50K
47,14,45,>50K
38,15,40,>50K
39,15,65,>50K
36,10,50,>50K
46,15,60,>50K
44,12,40,>50K
42,13,40,>50K
46,10,60,>50K
61,14,60,>50K
58,9,35,>50K
50,9,48,>50K
48,10,35,>50K
55,13,45,>50K
39,13,40,>50K
45,13,60,>50K
