@relation kc_house_data_2000_noMILLIONS-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-Rfirst-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N3-F2-weka.filters.supervised.instance.StratifiedRemoveFolds-S22-N10-F1

@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute sqft_living numeric
@attribute sqft_lot numeric
@attribute floors numeric
@attribute condition numeric
@attribute grade numeric
@attribute sqft_above numeric
@attribute sqft_basement numeric
@attribute yr_built numeric
@attribute yr_renovated numeric
@attribute zipcode {98001,98002,98003,98004,98005,98006,98007,98008,98010,98011,98014,98019,98022,98023,98024,98027,98028,98029,98030,98031,98032,98033,98034,98038,98040,98042,98045,98052,98053,98055,98056,98058,98059,98065,98070,98072,98074,98075,98077,98092,98102,98103,98105,98106,98107,98108,98109,98112,98115,98116,98117,98118,98119,98122,98125,98126,98133,98136,98144,98146,98148,98155,98166,98168,98177,98178,98188,98198,98199}
@attribute sqft_living15 numeric
@attribute sqft_lot15 numeric
@attribute price {'\'(-inf-259600]\'','\'(259600-444200]\'','\'(444200-628800]\'','\'(628800-813400]\'','\'(813400-inf)\''}

@data
2,1,920,5000,1,4,6,490,430,1949,0,98103,1500,5000,'\'(259600-444200]\''
3,1,1020,7650,1,3,7,1020,0,1940,0,98133,1440,7650,'\'(259600-444200]\''
3,2.5,2680,7757,2,3,8,2680,0,1990,0,98023,2430,8231,'\'(259600-444200]\''
4,1.75,1850,6480,1,4,7,1120,730,1958,0,98108,1610,5040,'\'(259600-444200]\''
3,1.75,2300,12000,1,3,8,1770,530,1942,0,98133,2030,6000,'\'(259600-444200]\''
3,2.5,1620,2930,2,3,8,1620,0,2002,0,98058,1900,2943,'\'(259600-444200]\''
3,2.5,1670,6186,2,3,7,1670,0,2002,0,98038,2390,6924,'\'(259600-444200]\''
4,2.75,2640,7500,1,3,8,1620,1020,1967,0,98023,1980,7875,'\'(259600-444200]\''
2,2,1300,3850,1,3,7,800,500,1963,0,98136,950,5500,'\'(259600-444200]\''
2,1,960,8153,1,3,6,960,0,1947,0,98155,1160,8199,'\'(259600-444200]\''
2,1,1150,8138,1,3,7,1150,0,1954,0,98155,1300,8139,'\'(259600-444200]\''
3,1.75,1890,13860,1,5,7,1890,0,1966,0,98042,1500,14536,'\'(259600-444200]\''
2,1.5,950,4625,1,4,7,950,0,1949,0,98103,1440,4625,'\'(259600-444200]\''
4,3,2290,8250,2,3,9,2290,0,1990,0,98042,2290,8250,'\'(259600-444200]\''
5,3.5,2390,6600,2,5,7,2390,0,1977,0,98042,1140,6600,'\'(259600-444200]\''
4,3.75,2452,4800,2,3,7,2452,0,1936,1994,98055,1180,4800,'\'(259600-444200]\''
4,2.75,2440,15349,2,4,7,2440,0,1957,0,98198,2280,9250,'\'(259600-444200]\''
3,1.5,1430,12199,1,3,7,1130,300,1948,0,98133,1490,8196,'\'(259600-444200]\''
3,2.75,1250,1655,2,3,7,830,420,2006,0,98136,1520,3001,'\'(259600-444200]\''
1,2,3000,204732,2.5,3,8,3000,0,1979,0,98014,2330,213008,'\'(259600-444200]\''
2,1.5,1490,4080,1,3,7,930,560,1956,0,98126,1320,4080,'\'(259600-444200]\''
4,2,2500,36900,1,3,7,1540,960,1972,0,98038,1960,36900,'\'(259600-444200]\''
3,1,1190,7560,1,5,6,1190,0,1958,0,98058,1190,7560,'\'(259600-444200]\''
4,2.75,2060,6659,1,3,7,1280,780,1981,0,98058,2020,8720,'\'(259600-444200]\''
1,0.75,560,12120,1,3,4,560,0,1967,0,98014,1300,19207,'\'(259600-444200]\''
3,1,1280,9656,1,4,6,920,360,1959,0,98058,1340,8808,'\'(259600-444200]\''
3,1,1400,4800,1,4,6,700,700,1917,0,98136,1470,6000,'\'(259600-444200]\''
3,1.75,1520,6380,1,3,7,790,730,1948,0,98115,1520,6235,'\'(259600-444200]\''
3,1.75,1760,7482,1,4,8,1760,0,1966,0,98023,2000,7500,'\'(259600-444200]\''
5,2.5,2900,8711,1,3,8,1650,1250,1977,0,98011,2340,8869,'\'(259600-444200]\''
3,1,2150,7007,1,3,6,2150,0,1954,0,98177,1720,9000,'\'(259600-444200]\''
2,1,700,3000,1,4,6,700,0,1918,0,98103,1560,4500,'\'(259600-444200]\''
4,2.5,2963,5797,2,3,9,2963,0,2006,0,98030,2665,6119,'\'(259600-444200]\''
3,2,1370,8336,1,5,7,1370,0,1964,0,98133,1770,7288,'\'(259600-444200]\''
2,1,1550,15250,1.5,5,7,1550,0,1920,0,98038,1520,34929,'\'(259600-444200]\''
3,1,1350,7740,1,4,6,860,490,1947,0,98125,1130,7740,'\'(259600-444200]\''
4,2.75,2130,8560,1,3,7,1560,570,1992,0,98022,2130,8560,'\'(259600-444200]\''
2,1,970,5665,1,4,6,970,0,1908,0,98118,1490,4429,'\'(259600-444200]\''
3,2.5,1690,1200,2,3,8,1410,280,2013,0,98106,1690,1760,'\'(259600-444200]\''
3,2.25,1660,6000,1,3,7,1110,550,1979,0,98122,1440,4080,'\'(259600-444200]\''
3,2.25,1580,47916,1,3,7,1580,0,1979,0,98024,1980,75358,'\'(259600-444200]\''
3,2.5,1910,66211,2,3,7,1910,0,1997,0,98024,2330,67268,'\'(259600-444200]\''
3,1,1050,7500,1,3,6,1050,0,1900,0,98136,1380,7500,'\'(259600-444200]\''
3,2.5,1805,3402,2,3,7,1805,0,2009,0,98002,2095,3402,'\'(259600-444200]\''
3,1.5,1410,9000,1,3,7,1410,0,1953,0,98133,1910,7214,'\'(259600-444200]\''
3,1.75,1920,11340,1,4,7,1230,690,1977,0,98023,1980,9638,'\'(259600-444200]\''
4,2.5,2250,4495,2,3,7,2250,0,2008,0,98042,2250,4500,'\'(259600-444200]\''
4,2.25,2240,8300,2,3,8,2240,0,1978,0,98011,2340,8500,'\'(259600-444200]\''
3,1.75,1490,8000,1,3,8,1490,0,1978,0,98030,1740,8165,'\'(259600-444200]\''
4,2,2100,8880,1,4,7,2100,0,1958,0,98008,1280,9102,'\'(444200-628800]\''
3,1.5,1200,890,2,3,8,1030,170,2008,0,98109,1230,2120,'\'(444200-628800]\''
4,2.5,2250,14440,1,3,7,1550,700,1967,0,98027,2090,11400,'\'(444200-628800]\''
4,3,3590,8249,2,3,9,3590,0,1997,0,98023,2860,7995,'\'(444200-628800]\''
3,2.5,2830,5802,2,3,9,2830,0,2001,0,98028,2500,5788,'\'(444200-628800]\''
3,3.5,1810,1846,2,4,8,1440,370,2009,0,98122,1480,3600,'\'(444200-628800]\''
5,2.25,2720,8800,1,4,7,1500,1220,1958,0,98008,2110,8800,'\'(444200-628800]\''
3,2.5,2100,17882,2,4,8,2100,0,1985,0,98059,2080,16686,'\'(444200-628800]\''
3,2,2080,7020,1,4,7,1040,1040,1951,0,98115,1920,7000,'\'(444200-628800]\''
3,2.25,2100,40510,2,3,10,1320,780,1979,0,98074,2380,33450,'\'(444200-628800]\''
3,1.75,1790,9813,2,3,7,1790,0,1949,0,98155,1520,10125,'\'(444200-628800]\''
4,2.75,3030,21780,2,3,8,3030,0,1986,0,98166,3020,28027,'\'(444200-628800]\''
3,2.5,3460,6590,2,3,7,3460,0,2001,0,98056,2490,6312,'\'(444200-628800]\''
3,2.5,1930,7214,2,3,8,1930,0,2005,0,98125,1930,7266,'\'(444200-628800]\''
3,1.5,1380,6657,2,3,7,1380,0,1986,0,98034,1420,8187,'\'(444200-628800]\''
5,2.5,3840,16905,2,3,11,3840,0,1991,0,98023,3270,12133,'\'(444200-628800]\''
4,3,2580,7299,2,3,8,2580,0,1998,0,98058,2250,6165,'\'(444200-628800]\''
4,1.75,2390,23899,1,3,7,1750,640,1949,0,98028,1840,33900,'\'(444200-628800]\''
4,3,2230,108900,1,3,7,1410,820,1978,0,98065,1960,65340,'\'(444200-628800]\''
3,2.5,1360,1016,3,3,7,1310,50,2003,0,98115,1365,1156,'\'(444200-628800]\''
3,2,2290,16258,1,5,8,2290,0,1960,0,98058,1660,10530,'\'(444200-628800]\''
2,1,1540,6872,1,4,7,820,720,1946,0,98119,1420,5538,'\'(444200-628800]\''
3,1.75,2300,35722,1,3,9,2300,0,1984,0,98072,2600,34798,'\'(444200-628800]\''
3,2.25,2160,37000,1.5,4,7,1760,400,1933,0,98052,2540,37000,'\'(444200-628800]\''
4,2.5,2470,5044,2,3,9,2470,0,2005,0,98155,2790,5583,'\'(444200-628800]\''
4,2.5,4190,7504,2,3,7,4190,0,2004,0,98058,2480,6727,'\'(444200-628800]\''
3,2,1970,4166,2,5,8,1270,700,1929,0,98126,2390,4166,'\'(444200-628800]\''
3,2,1700,8400,2,3,7,1700,0,1927,0,98033,1820,9000,'\'(444200-628800]\''
6,3.75,2940,5054,2,3,7,2940,0,1942,2003,98146,1530,5320,'\'(444200-628800]\''
3,2.5,1940,10035,2,4,8,1940,0,1994,0,98072,2810,8333,'\'(444200-628800]\''
4,2.25,1580,7307,1,3,8,1160,420,1973,0,98027,2020,7458,'\'(444200-628800]\''
4,2.75,2020,2750,1,3,8,1010,1010,1917,2014,98122,1840,4000,'\'(444200-628800]\''
3,2,2140,3600,2,3,8,1680,460,1911,1997,98116,2340,5400,'\'(444200-628800]\''
3,1.75,2000,5000,1,4,7,1110,890,1921,0,98117,1750,5000,'\'(444200-628800]\''
3,1.75,1420,8738,1,4,7,1420,0,1966,0,98002,1660,8738,'\'(-inf-259600]\''
3,1,1200,8514,1,3,7,1200,0,1959,0,98022,1210,8985,'\'(-inf-259600]\''
2,1,830,6000,1,3,6,830,0,1940,0,98126,830,4960,'\'(-inf-259600]\''
3,1.75,1430,8505,1,4,7,1430,0,1968,0,98003,1190,8640,'\'(-inf-259600]\''
4,1.5,1920,7973,1,3,8,1920,0,1955,0,98178,2020,8840,'\'(-inf-259600]\''
5,3.75,2800,9900,1,3,7,2800,0,1964,0,98023,1700,13200,'\'(-inf-259600]\''
2,1,720,4222,1,4,5,720,0,1942,0,98056,860,4785,'\'(-inf-259600]\''
4,2,1570,9600,1,3,6,1570,0,1950,0,98168,1880,9000,'\'(-inf-259600]\''
2,1,880,9000,1,3,5,880,0,1928,0,98188,1410,10000,'\'(-inf-259600]\''
3,1,1060,7473,1,3,7,1060,0,1959,0,98198,1320,7912,'\'(-inf-259600]\''
3,1,1110,7520,1,4,7,1110,0,1960,0,98033,1440,8400,'\'(-inf-259600]\''
2,1,1190,27007,1,4,5,1190,0,1910,0,98027,1730,12632,'\'(-inf-259600]\''
3,1,1400,10403,1,4,6,1400,0,1976,0,98038,1230,10209,'\'(-inf-259600]\''
3,1,1260,8378,1,4,6,840,420,1959,1977,98023,1140,8496,'\'(-inf-259600]\''
3,1.5,2840,10182,1,3,8,1510,1330,1951,0,98056,2210,9669,'\'(-inf-259600]\''
2,1,860,5000,1,3,6,860,0,1915,1945,98146,1220,5000,'\'(-inf-259600]\''
3,1.75,2270,9000,1,4,8,1330,940,1978,0,98023,2090,8400,'\'(-inf-259600]\''
2,1.75,1220,15600,1,3,6,1220,0,1972,0,98001,1510,17818,'\'(-inf-259600]\''
4,2.5,3330,9557,2,3,10,3330,0,1995,0,98006,3360,9755,'\'(813400-inf)\''
2,2.5,1780,2067,2,5,9,1780,0,1974,0,98004,2320,2067,'\'(813400-inf)\''
3,2.5,2380,16080,1,4,9,1340,1040,1964,0,98136,2560,10070,'\'(813400-inf)\''
4,3,3180,80837,2,3,11,3180,0,1985,0,98072,3180,38715,'\'(813400-inf)\''
4,2.5,3720,35000,2,3,10,3720,0,1983,0,98072,3720,35000,'\'(813400-inf)\''
5,3.75,4210,14599,2,3,10,4210,0,2004,0,98065,3950,13591,'\'(813400-inf)\''
4,3.25,4740,76230,2,3,10,4740,0,1987,0,98075,3340,49206,'\'(813400-inf)\''
4,1.75,1800,4180,2,4,8,1800,0,1921,0,98102,2180,4620,'\'(813400-inf)\''
4,3,3680,5854,1,3,10,2060,1620,1967,0,98199,3140,5000,'\'(813400-inf)\''
4,1.75,2010,5070,1,4,7,1300,710,1963,0,98116,2180,5400,'\'(628800-813400]\''
4,2.5,2460,4425,2,3,8,2460,0,2006,0,98052,2990,5659,'\'(628800-813400]\''
4,2.5,2740,7571,2,3,9,2740,0,2009,0,98033,2880,7203,'\'(628800-813400]\''
