@relation greater50k_fewattributes-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N3-F2-weka.filters.supervised.instance.StratifiedRemoveFolds-S22-N10-F10

@attribute age numeric
@attribute education numeric
@attribute hoursWorked numeric
@attribute fiftyK {<=50K,>50K}

@data
53,9,60,<=50K
34,11,50,<=50K
41,11,50,<=50K
29,9,40,<=50K
19,8,16,<=50K
33,13,45,<=50K
71,9,15,<=50K
38,10,40,<=50K
50,9,40,<=50K
22,10,30,<=50K
46,6,40,<=50K
34,10,34,<=50K
31,8,21,<=50K
36,9,28,<=50K
21,10,40,<=50K
46,9,37,<=50K
42,12,40,<=50K
52,13,40,<=50K
33,12,40,<=50K
26,9,12,<=50K
26,10,60,<=50K
29,9,40,<=50K
26,13,40,<=50K
46,9,40,<=50K
34,10,40,<=50K
43,13,40,<=50K
43,9,40,<=50K
25,10,46,<=50K
30,10,45,<=50K
45,11,40,<=50K
33,9,40,<=50K
35,9,60,<=50K
19,10,45,<=50K
53,10,50,<=50K
54,9,50,<=50K
30,9,40,<=50K
56,9,38,<=50K
43,9,40,<=50K
31,4,40,<=50K
28,9,40,<=50K
51,9,40,<=50K
61,13,40,<=50K
17,6,20,<=50K
46,3,40,<=50K
29,15,70,<=50K
77,9,6,<=50K
24,9,40,<=50K
74,5,40,<=50K
23,13,40,<=50K
34,9,40,<=50K
21,9,40,<=50K
25,9,40,<=50K
21,9,40,<=50K
39,10,30,<=50K
43,13,50,<=50K
54,12,30,<=50K
24,9,40,<=50K
26,8,51,<=50K
57,10,40,<=50K
34,9,40,<=50K
33,13,40,<=50K
44,9,40,<=50K
54,14,60,<=50K
20,5,32,<=50K
39,10,55,<=50K
34,9,35,<=50K
31,13,47,<=50K
32,9,32,<=50K
22,9,20,<=50K
20,9,30,<=50K
27,4,45,<=50K
23,10,24,<=50K
29,10,40,<=50K
24,13,50,<=50K
43,10,50,<=50K
43,10,50,<=50K
46,13,37,<=50K
41,10,40,<=50K
57,9,50,<=50K
22,9,40,<=50K
22,10,25,<=50K
40,10,39,<=50K
39,10,40,<=50K
84,13,20,<=50K
36,9,40,<=50K
38,9,40,<=50K
39,2,45,<=50K
32,13,50,<=50K
27,9,40,<=50K
35,9,40,<=50K
29,10,40,<=50K
64,9,38,<=50K
31,10,40,<=50K
59,9,40,<=50K
53,5,36,<=50K
39,12,42,<=50K
48,9,43,<=50K
19,9,20,<=50K
45,11,40,<=50K
38,7,45,<=50K
38,3,75,<=50K
19,10,40,<=50K
40,9,40,<=50K
31,11,40,<=50K
27,13,40,<=50K
17,6,24,<=50K
41,9,40,<=50K
28,9,40,<=50K
43,9,40,<=50K
35,9,40,<=50K
31,9,40,<=50K
19,10,10,<=50K
31,11,24,<=50K
22,8,40,<=50K
27,13,9,<=50K
20,9,40,<=50K
39,14,40,<=50K
37,10,52,<=50K
31,10,45,<=50K
36,9,45,<=50K
26,9,40,<=50K
19,10,30,<=50K
58,12,40,<=50K
45,12,40,<=50K
31,10,40,<=50K
57,9,40,<=50K
36,13,40,<=50K
39,12,30,<=50K
46,11,45,<=50K
18,7,25,<=50K
27,10,40,<=50K
23,9,40,<=50K
24,10,40,<=50K
23,10,10,<=50K
53,10,45,<=50K
50,10,48,<=50K
51,13,40,<=50K
20,9,40,<=50K
58,10,40,<=50K
29,13,40,<=50K
56,2,40,<=50K
59,9,16,<=50K
43,9,44,<=50K
27,10,25,<=50K
40,10,60,<=50K
33,2,40,<=50K
27,10,50,<=50K
59,9,30,<=50K
74,4,2,<=50K
57,4,40,<=50K
49,3,40,<=50K
21,10,10,<=50K
20,10,40,<=50K
35,9,30,<=50K
26,13,40,<=50K
26,12,40,<=50K
37,10,43,<=50K
32,9,52,<=50K
46,7,40,<=50K
27,9,40,<=50K
24,10,44,<=50K
43,13,40,<=50K
41,9,40,<=50K
46,9,35,<=50K
52,10,45,<=50K
38,13,10,<=50K
48,14,35,<=50K
20,10,35,<=50K
31,9,18,<=50K
47,9,45,<=50K
26,13,40,<=50K
39,13,40,<=50K
21,9,55,<=50K
52,13,50,<=50K
22,10,30,<=50K
47,9,40,<=50K
18,7,20,<=50K
23,10,40,<=50K
31,13,60,<=50K
31,7,40,<=50K
56,6,56,<=50K
19,10,40,<=50K
48,10,40,<=50K
60,9,40,<=50K
38,15,60,<=50K
25,9,50,<=50K
51,9,40,<=50K
29,13,48,<=50K
21,9,45,<=50K
27,10,60,<=50K
25,13,55,<=50K
42,10,50,<=50K
61,5,20,<=50K
33,13,40,<=50K
40,13,40,>50K
62,9,45,>50K
39,9,40,>50K
33,13,47,>50K
27,12,70,>50K
50,10,45,>50K
38,13,50,>50K
52,13,50,>50K
36,13,50,>50K
30,13,40,>50K
29,13,40,>50K
37,13,40,>50K
40,11,50,>50K
51,13,40,>50K
45,5,40,>50K
47,13,40,>50K
37,7,44,>50K
49,14,50,>50K
31,13,50,>50K
37,10,45,>50K
44,13,50,>50K
27,11,40,>50K
49,14,45,>50K
41,10,50,>50K
31,10,60,>50K
38,14,72,>50K
46,16,60,>50K
35,11,50,>50K
57,10,40,>50K
64,6,40,>50K
40,10,44,>50K
51,16,40,>50K
71,14,40,>50K
32,9,65,>50K
45,13,50,>50K
30,11,36,>50K
40,15,38,>50K
43,13,40,>50K
50,9,40,>50K
42,14,40,>50K
61,13,50,>50K
34,13,50,>50K
53,9,45,>50K
59,9,40,>50K
48,12,50,>50K
40,15,40,>50K
49,9,40,>50K
59,9,40,>50K
46,15,45,>50K
59,16,40,>50K
48,13,60,>50K
55,9,40,>50K
51,9,40,>50K
30,13,40,>50K
46,10,40,>50K
33,13,60,>50K
46,10,50,>50K
35,8,50,>50K
49,13,50,>50K
39,11,20,>50K
41,13,50,>50K
43,11,40,>50K
50,13,40,>50K
38,13,40,>50K
39,9,40,>50K
34,13,50,>50K
32,13,40,>50K
46,9,60,>50K
40,14,30,>50K
40,11,40,>50K
32,9,40,>50K
63,9,40,>50K
51,13,50,>50K
49,11,60,>50K
47,11,50,>50K
40,15,45,>50K
50,9,40,>50K
34,14,50,>50K
46,13,40,>50K
41,10,56,>50K
57,9,40,>50K
33,13,32,>50K
49,11,40,>50K
49,13,56,>50K
38,11,40,>50K
58,14,50,>50K
38,13,40,>50K
32,13,45,>50K
47,10,55,>50K
60,9,42,>50K
39,10,40,>50K
41,9,40,>50K
32,13,45,>50K
33,10,41,>50K
51,10,45,>50K
76,14,30,>50K
75,10,35,>50K
46,13,50,>50K
41,10,54,>50K
60,9,40,>50K
46,14,40,>50K
52,13,40,>50K
39,9,40,>50K
42,13,45,>50K
51,13,45,>50K
